,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
International Balance,-1799.6,-325.5,909.7,780.2,6644.6,3745.4,3551.7,3756.4,4200.8,4249.6,3895.4,-1721.4,-3176.7,1339.5,-2445.8,-2548.4,-1242,1310.1,3938.9,4467.2,2994.1,3571.2,6643.7,1674.4,-2297.6,-2589.8,3576.2,-144.5,5014.8,6063.3,8370,1616.1,6482.7,7282.7,8188.2,7186.8,2744.4,2209.6,6748.4,5038.3,9597.2,6809.9,6965.7,6407.5,7841.2,10722,5891.6,6256.1,1834.7,4816,6180.2,6878.1,9144,7766.2,6192.5,6805.1,7417.4,8603.4,10581.9,6801.2,7063,6134.7,9754.2,7212.9,7957.2,11530.9,9337.3,8120.9,10602.5,9555.6,9746.5,8042.7,7314.8,7925.2,11119.6,4179.3,10492,12406.7,8837.6,5427.3,7508.4,7470.5,7838.3,7357.8,3444.6,7436.6,5138.6,3157.6,4260.2,6976.8,7484.5,6117.6,12336.5,6882.6,7513.1,4455.4,2550.8,3213.4,5212.1,1538.1,8804.1,7973.4,8867.7,8577.3,11308.8,9555.9,5121.1,5060.5,3267,3835.5,5045,-412.7,5212.6,5662.9,6581,4860.1,7753.7,7812.5,5970.2
