,CAD
2019-10-07,899.39
2019-10-08,899.12
2019-10-10,895.38
2019-10-11,899.9
2019-10-14,901.16
2019-10-15,894.68
2019-10-16,896.94
2019-10-17,899.14
2019-10-18,903.18
2019-10-21,899.02
2019-10-22,897.97
2019-10-23,894.54
2019-10-24,897.84
2019-10-25,895.77
2019-10-28,899.08
2019-10-29,895.8
2019-10-30,891.31
2019-10-31,887.88
2019-11-01,882.58
2019-11-04,888.38
2019-11-05,882.13
2019-11-06,882.04
2019-11-07,877.86
2019-11-08,881.08
2019-11-11,874.01
2019-11-12,877.61
2019-11-13,879.27
2019-11-14,881.04
2019-11-15,883.62
2019-11-18,882.12
2019-11-19,881.86
2019-11-20,880.83
2019-11-21,879.25
2019-11-22,885.99
2019-11-25,885.6
2019-11-26,884.19
2019-11-27,884.67
2019-11-28,885.08
2019-11-29,888.16
2019-12-02,888.58
2019-12-03,887.02
2019-12-04,892.42
2019-12-05,904.66
2019-12-06,903.07
2019-12-09,897.55
2019-12-10,898.16
2019-12-11,900.78
2019-12-12,905.76
2019-12-13,903.4
2019-12-16,889.03
2019-12-17,890.99
2019-12-18,886.52
2019-12-19,888.52
2019-12-20,887.14
2019-12-23,884.48
2019-12-24,884.48
2019-12-26,884.4
2019-12-27,885.8
2019-12-30,887.98
2019-12-31,886.56
2020-01-02,892.19
2020-01-03,890.88
2020-01-06,895.38
2020-01-07,902.47
2020-01-08,895.94
2020-01-09,900.63
2020-01-10,888.34
2020-01-13,888.85
2020-01-14,885.39
2020-01-15,882.76
2020-01-16,888.45
