,MYR
2018-01-10,266.18
2018-01-11,267.37
2018-01-12,268.64
2018-01-15,268.09
2018-01-16,268.28
2018-01-17,268.92
2018-01-18,269.55
2018-01-19,270.36
2018-01-22,271.03
2018-01-23,271.64
2018-01-24,272.43
2018-01-25,273.64
2018-01-26,273.25
2018-01-29,275.11
2018-01-30,274.33
2018-01-31,274.67
2018-02-01,274.54
2018-02-02,274.57
2018-02-05,277.0
2018-02-06,279.47
2018-02-07,279.51
2018-02-08,277.17
2018-02-09,277.08
2018-02-12,277.41
2018-02-13,275.08
2018-02-14,274.93
2018-02-19,277.29
2018-02-20,274.51
2018-02-21,274.15
2018-02-22,275.51
2018-02-23,276.46
2018-02-26,275.23
2018-02-27,275.1
2018-02-28,274.05
2018-03-02,275.4
2018-03-05,277.01
2018-03-06,276.59
2018-03-07,275.5
2018-03-08,273.64
2018-03-09,273.35
2018-03-12,273.31
2018-03-13,272.58
2018-03-14,273.21
2018-03-15,272.86
2018-03-16,271.92
2018-03-19,273.59
2018-03-20,273.44
2018-03-21,273.39
2018-03-22,272.93
2018-03-23,273.17
2018-03-26,275.89
2018-03-27,277.55
2018-03-28,276.55
2018-03-29,276.76
2018-03-30,275.72
2018-04-02,275.5
2018-04-03,273.98
2018-04-04,273.62
2018-04-05,273.32
2018-04-06,274.02
2018-04-09,275.45
2018-04-10,275.77
2018-04-11,276.0
2018-04-12,275.24
2018-04-13,275.69
2018-04-16,275.77
2018-04-17,275.97
2018-04-18,274.62
2018-04-19,274.2
2018-04-20,273.36
2018-04-23,273.84
2018-04-24,274.22
2018-04-25,275.74
2018-04-26,275.78
2018-04-27,275.61
2018-04-30,274.63
2018-05-02,272.22
2018-05-03,273.2
2018-05-04,273.71
2018-05-08,272.96
2018-05-09,272.93
2018-05-10,273.71
2018-05-11,272.19
2018-05-14,270.5
2018-05-15,269.99
2018-05-16,271.13
2018-05-17,271.88
2018-05-18,271.93
2018-05-21,271.9
2018-05-23,273.2
2018-05-24,270.89
2018-05-25,271.25
2018-05-28,270.96
2018-05-29,269.48
2018-05-30,270.21
2018-05-31,271.1
2018-06-01,270.45
2018-06-04,270.45
2018-06-05,269.61
2018-06-07,269.18
2018-06-08,268.55
2018-06-11,269.07
2018-06-12,269.18
2018-06-14,269.18
2018-06-15,271.61
2018-06-18,273.84
2018-06-19,276.27
2018-06-20,276.13
2018-06-21,276.62
2018-06-22,276.18
2018-06-25,277.05
2018-06-26,277.81
2018-06-27,277.21
2018-06-28,277.43
2018-06-29,277.48
2018-07-02,276.57
2018-07-03,276.58
2018-07-04,277.33
2018-07-05,275.65
2018-07-06,276.63
2018-07-09,276.68
2018-07-10,276.18
2018-07-11,276.89
2018-07-12,277.53
2018-07-13,279.09
2018-07-16,277.28
2018-07-17,279.21
2018-07-18,278.07
2018-07-19,278.12
2018-07-20,278.38
2018-07-23,279.4
2018-07-24,277.75
2018-07-25,279.23
2018-07-26,278.02
2018-07-27,275.73
2018-07-30,275.69
2018-07-31,275.22
2018-08-01,275.01
2018-08-02,275.28
2018-08-03,275.42
2018-08-06,276.33
2018-08-07,275.4
2018-08-08,276.14
2018-08-09,274.52
2018-08-10,274.3
2018-08-13,275.72
2018-08-14,277.02
2018-08-16,275.89
2018-08-17,275.44
2018-08-20,274.1
2018-08-21,273.55
2018-08-22,272.9
2018-08-23,273.02
2018-08-24,273.03
2018-08-27,273.04
2018-08-28,271.78
2018-08-29,270.96
2018-08-30,270.01
2018-08-31,269.81
2018-09-03,270.91
2018-09-04,269.65
2018-09-05,269.16
2018-09-06,269.43
2018-09-07,270.53
2018-09-10,270.95
2018-09-11,272.16
2018-09-12,271.85
2018-09-13,272.03
2018-09-14,270.53
2018-09-17,270.44
2018-09-18,272.13
2018-09-19,271.89
2018-09-20,271.06
2018-09-21,270.67
2018-09-27,269.68
2018-09-28,268.67
2018-10-01,268.26
2018-10-02,268.33
2018-10-04,269.73
2018-10-05,272.08
2018-10-08,272.69
2018-10-10,272.21
2018-10-11,272.69
2018-10-12,274.71
2018-10-15,272.79
2018-10-16,272.71
2018-10-17,271.6
2018-10-18,271.02
2018-10-19,272.49
2018-10-22,272.77
2018-10-23,271.82
2018-10-24,272.8
2018-10-25,271.74
2018-10-26,273.05
2018-10-29,273.2
2018-10-30,272.42
2018-10-31,272.74
2018-11-01,272.24
2018-11-02,272.47
2018-11-05,270.39
2018-11-06,268.88
2018-11-07,268.83
2018-11-08,269.09
2018-11-09,268.56
2018-11-12,269.34
2018-11-13,270.3
2018-11-14,270.79
2018-11-15,269.88
2018-11-16,269.6
2018-11-19,269.25
2018-11-20,269.1
2018-11-21,269.13
2018-11-22,269.71
2018-11-23,269.07
2018-11-26,269.55
2018-11-27,269.79
2018-11-28,269.62
2018-11-29,268.79
2018-11-30,268.02
2018-12-03,267.73
2018-12-04,267.36
2018-12-05,267.58
2018-12-06,268.08
2018-12-07,268.41
2018-12-10,268.41
2018-12-11,269.55
2018-12-12,269.9
2018-12-13,269.41
2018-12-14,268.9
2018-12-17,269.79
2018-12-18,270.65
2018-12-19,270.47
2018-12-20,269.23
2018-12-21,270.2
2018-12-24,268.81
2018-12-26,268.9
2018-12-27,269.48
2018-12-28,269.03
2018-12-31,269.26
2019-01-02,270.56
2019-01-03,270.49
2019-01-04,272.11
2019-01-07,272.08
2019-01-08,271.85
2019-01-09,272.39
2019-01-10,272.6
2019-01-11,273.07
2019-01-14,272.85
2019-01-15,273.55
2019-01-16,272.83
2019-01-17,273.03
2019-01-18,272.61
2019-01-21,272.66
2019-01-22,273.92
2019-01-23,273.49
2019-01-24,272.68
2019-01-25,272.27
2019-01-28,272.75
2019-01-29,271.75
2019-01-30,271.91
2019-01-31,271.99
2019-02-01,271.39
2019-02-07,272.82
2019-02-08,275.75
2019-02-11,276.32
2019-02-12,276.12
2019-02-13,275.74
2019-02-14,275.43
2019-02-15,276.01
2019-02-18,276.06
2019-02-19,275.29
2019-02-20,276.25
2019-02-21,276.03
2019-02-22,275.69
2019-02-25,276.01
2019-02-26,275.55
2019-02-27,275.21
2019-02-28,274.88
2019-03-04,274.86
2019-03-05,276.04
2019-03-06,276.2
2019-03-07,275.81
2019-03-08,276.0
2019-03-11,277.19
2019-03-12,277.42
2019-03-13,276.37
2019-03-14,276.75
2019-03-15,276.84
2019-03-18,277.67
2019-03-19,278.0
2019-03-20,277.39
2019-03-21,277.94
2019-03-22,277.12
2019-03-25,277.97
2019-03-26,278.95
2019-03-27,278.05
2019-03-28,278.62
2019-03-29,279.01
2019-04-01,278.29
2019-04-02,277.59
2019-04-03,278.04
2019-04-04,278.23
2019-04-05,278.14
2019-04-08,277.95
2019-04-09,278.56
2019-04-10,279.14
2019-04-11,277.83
2019-04-12,276.91
2019-04-15,277.19
2019-04-16,275.92
2019-04-17,274.79
2019-04-18,274.79
2019-04-19,274.25
2019-04-22,275.16
2019-04-23,276.06
2019-04-24,276.46
2019-04-25,277.87
2019-04-26,280.15
2019-04-29,280.63
2019-04-30,280.2
2019-05-02,281.49
2019-05-03,281.34
2019-05-07,281.95
2019-05-08,281.98
2019-05-09,282.01
2019-05-10,283.09
2019-05-13,283.3
2019-05-14,284.09
2019-05-15,284.62
2019-05-16,284.92
2019-05-17,285.7
2019-05-20,285.57
2019-05-21,285.62
2019-05-22,285.07
2019-05-23,285.38
2019-05-24,284.13
2019-05-27,284.02
2019-05-28,282.8
2019-05-29,283.54
2019-05-30,284.48
2019-05-31,283.87
2019-06-03,284.13
2019-06-04,282.88
2019-06-05,283.03
2019-06-07,282.62
2019-06-10,283.57
2019-06-11,284.38
2019-06-12,283.86
2019-06-13,284.23
2019-06-14,284.34
2019-06-17,284.14
2019-06-18,283.91
2019-06-19,283.39
2019-06-20,282.02
2019-06-21,281.51
2019-06-24,280.03
2019-06-25,279.69
2019-06-26,278.54
2019-06-27,279.25
2019-06-28,279.15
2019-07-01,279.83
2019-07-02,279.25
2019-07-03,281.45
2019-07-04,282.94
2019-07-05,282.89
2019-07-08,283.01
2019-07-09,284.63
2019-07-10,284.83
2019-07-11,285.98
2019-07-12,285.21
2019-07-15,286.24
2019-07-16,287.01
2019-07-17,286.64
2019-07-18,286.89
2019-07-19,286.7
2019-07-22,285.26
2019-07-23,286.31
2019-07-24,286.12
2019-07-25,286.08
2019-07-26,286.74
2019-07-29,287.46
2019-07-30,286.88
2019-07-31,286.55
2019-08-01,286.42
2019-08-02,286.87
2019-08-05,287.38
2019-08-06,290.01
2019-08-07,289.71
2019-08-08,289.93
2019-08-09,289.44
2019-08-12,289.09
2019-08-13,290.5
2019-08-14,290.39
2019-08-16,288.95
2019-08-19,290.37
2019-08-20,289.85
2019-08-21,289.28
2019-08-22,288.21
2019-08-23,287.65
2019-08-26,289.2
2019-08-27,289.84
2019-08-28,288.56
2019-08-29,288.04
2019-08-30,288.13
2019-09-02,287.62
2019-09-03,288.17
2019-09-04,287.79
2019-09-05,287.65
2019-09-06,286.33
2019-09-09,286.31
2019-09-10,285.23
2019-09-11,285.72
2019-09-16,286.08
2019-09-17,284.31
2019-09-18,284.08
2019-09-19,284.54
2019-09-20,285.06
2019-09-23,285.64
2019-09-24,285.57
2019-09-25,285.54
2019-09-26,285.99
2019-09-27,285.81
2019-09-30,286.84
2019-10-01,286.41
2019-10-02,285.66
2019-10-04,287.45
2019-10-07,285.99
2019-10-08,285.36
2019-10-10,284.62
2019-10-11,285.53
2019-10-14,284.35
2019-10-15,282.64
2019-10-16,282.57
2019-10-17,283.19
2019-10-18,283.91
2019-10-21,281.98
2019-10-22,281.06
2019-10-23,279.67
2019-10-24,280.35
2019-10-25,279.81
2019-10-28,280.51
2019-10-29,279.41
2019-10-30,278.87
2019-10-31,279.52
2019-11-01,278.02
2019-11-04,280.3
2019-11-05,279.58
2019-11-06,280.86
2019-11-07,279.83
2019-11-08,281.43
2019-11-11,279.69
2019-11-12,280.27
2019-11-13,280.87
2019-11-14,281.11
2019-11-15,281.52
2019-11-18,280.83
2019-11-19,280.23
2019-11-20,281.08
2019-11-21,280.9
2019-11-22,282.17
2019-11-25,282.28
2019-11-26,281.49
2019-11-27,280.76
2019-11-28,281.88
2019-11-29,282.5
2019-12-02,282.61
2019-12-03,282.39
2019-12-04,284.15
2019-12-05,285.88
2019-12-06,285.45
2019-12-09,286.02
2019-12-10,285.79
2019-12-11,286.37
2019-12-12,286.54
2019-12-13,285.76
2019-12-16,283.4
2019-12-17,283.17
2019-12-18,281.71
2019-12-19,281.51
2019-12-20,281.18
2019-12-23,280.82
2019-12-24,280.82
2019-12-26,281.32
2019-12-27,280.99
2019-12-30,281.26
2019-12-31,281.94
2020-01-02,283.05
2020-01-03,283.03
2020-01-06,283.45
2020-01-07,284.99
2020-01-08,284.71
2020-01-09,286.26
2020-01-10,283.58
2020-01-13,284.83
2020-01-14,284.62
2020-01-15,283.0
2020-01-16,284.61
