,BHD
2014-09-05,2700.19
2014-09-11,2717.77
2014-09-12,2743.77
2014-09-15,2753.24
2014-09-16,2755.7
2014-09-17,2745.89
2014-09-18,2742.44
2014-09-19,2762.67
2014-09-22,2771.54
2014-09-23,2760.4
2014-09-24,2764.12
2014-09-25,2758.02
2014-09-26,2765.44
2014-09-29,2765.71
2014-09-30,2786.66
2014-10-01,2797.46
2014-10-02,2817.17
2014-10-06,2814.44
2014-10-07,2837.33
2014-10-08,2828.84
2014-10-10,2844.15
2014-10-13,2840.7
2014-10-14,2835.73
2014-10-15,2820.88
2014-10-16,2826.98
2014-10-17,2811.33
2014-10-20,2818.76
2014-10-21,2812.66
2014-10-22,2797.01
2014-10-23,2794.89
2014-10-24,2799.4
2014-10-27,2809.74
2014-10-28,2791.97
2014-10-29,2786.59
2014-10-30,2776.97
2014-10-31,2795.61
2014-11-03,2808.34
2014-11-04,2851.5
2014-11-05,2864.23
2014-11-06,2861.05
2014-11-07,2888.63
2014-11-10,2897.65
2014-11-11,2878.36
2014-11-12,2890.83
2014-11-13,2913.64
2014-11-14,2910.99
2014-11-17,2916.56
2014-11-18,2909.66
2014-11-19,2914.7
2014-11-20,2928.76
2014-11-21,2952.36
2014-11-24,2946.45
2014-11-25,2949.98
2014-11-26,2951.57
2014-11-27,2936.26
2014-11-28,2920.53
2014-12-01,2930.72
2014-12-02,2960.51
2014-12-03,2935.58
2014-12-04,2955.73
2014-12-05,2959.37
2014-12-08,2952.55
2014-12-09,2966.08
2014-12-10,2949.45
2014-12-11,2929.63
2014-12-12,2912.5
2014-12-15,2927.88
2014-12-16,2925.42
2014-12-17,2897.38
2014-12-18,2885.98
2014-12-19,2926.03
2014-12-22,2921.07
2014-12-23,2910.38
2014-12-24,2918.87
2014-12-26,2928.87
2014-12-29,2916.14
2014-12-30,2912.53
2014-12-31,2915.34
2015-01-02,2915.5
2015-01-05,2924.51
2015-01-06,2940.69
2015-01-07,2928.04
2015-01-08,2916.82
2015-01-09,2913.64
2015-01-12,2896.93
2015-01-13,2872.53
2015-01-14,2868.55
2015-01-15,2864.3
2015-01-16,2875.44
2015-01-19,2857.41
2015-01-20,2864.04
2015-01-21,2876.24
2015-01-22,2882.61
2015-01-23,2878.63
2015-01-26,2875.37
2015-01-27,2862.64
2015-01-28,2870.06
2015-01-29,2871.96
2015-01-30,2892.99
2015-02-02,2906.9
2015-02-03,2920.65
2015-02-04,2913.03
2015-02-05,2888.97
2015-02-06,2888.89
2015-02-09,2886.51
2015-02-10,2909.66
2015-02-11,2893.22
2015-02-12,2909.39
2015-02-13,2937.59
2015-02-16,2913.3
2015-02-17,2914.17
2015-02-23,2921.14
2015-02-24,2943.69
2015-02-25,2940.51
2015-02-26,2924.25
2015-02-27,2915.5
2015-03-02,2916.29
2015-03-03,2924.33
2015-03-04,2917.69
2015-03-05,2908.41
2015-03-06,2917.96
2015-03-09,2916.21
2015-03-10,2945.01
2015-03-11,2969.26
2015-03-12,2988.17
2015-03-13,2999.58
2015-03-16,2985.52
2015-03-17,3007.53
2015-03-18,2997.45
2015-03-19,2988.17
2015-03-20,2954.75
2015-03-23,2975.17
2015-03-24,2959.79
2015-03-25,2936.37
2015-03-26,2924.7
2015-03-27,2928.68
2015-03-30,2928.94
2015-03-31,2930.8
2015-04-01,2942.47
2015-04-02,2927.62
2015-04-03,2912.16
2015-04-06,2903.22
2015-04-07,2880.56
2015-04-08,2890.37
2015-04-09,2900.11
2015-04-10,2901.44
2015-04-13,2903.29
2015-04-14,2908.6
2015-04-15,2909.28
2015-04-16,2907.16
2015-04-17,2889.05
2015-04-20,2879.55
2015-04-21,2871.73
2015-04-22,2874.39
2015-04-23,2869.42
2015-04-24,2873.29
2015-04-27,2861.99
2015-04-28,2849.91
2015-04-29,2840.36
2015-04-30,2832.86
2015-05-04,2836.57
2015-05-06,2865.67
2015-05-07,2867.07
2015-05-08,2881.92
2015-05-11,2894.23
2015-05-12,2890.75
2015-05-13,2907.46
2015-05-14,2903.94
2015-05-15,2900.49
2015-05-18,2888.89
2015-05-19,2878.93
2015-05-20,2893.25
2015-05-21,2904.65
2015-05-22,2902.46
2015-05-26,2893.14
2015-05-27,2913.3
2015-05-28,2936.11
2015-05-29,2938.84
2015-06-01,2937.85
2015-06-02,2948.15
2015-06-03,2955.84
2015-06-04,2933.3
2015-06-05,2943.8
2015-06-08,2949.48
2015-06-09,2974.41
2015-06-10,2968.57
2015-06-11,2963.27
2015-06-12,2945.12
2015-06-15,2949.02
2015-06-16,2960.43
2015-06-17,2963.35
2015-06-18,2964.22
2015-06-19,2943.8
2015-06-22,2928.15
2015-06-23,2917.27
2015-06-24,2928.49
2015-06-25,2939.82
2015-06-26,2942.92
2015-06-29,2957.51
2015-06-30,2981.3
2015-07-01,2965.92
2015-07-02,2966.45
2015-07-03,2979.07
2015-07-06,2970.93
2015-07-07,2987.22
2015-07-08,2995.89
2015-07-09,3012.15
2015-07-10,3013.63
2015-07-13,2997.11
2015-07-14,3001.01
2015-07-15,3021.96
2015-07-16,3026.89
2015-07-17,3045.67
2015-07-20,3040.18
2015-07-21,3054.95
2015-07-22,3072.52
2015-07-23,3056.65
2015-07-24,3082.45
2015-07-27,3088.55
2015-07-28,3100.04
2015-07-29,3092.88
2015-07-30,3070.86
2015-07-31,3093.14
2015-08-03,3101.36
2015-08-04,3089.9
2015-08-05,3101.43
2015-08-06,3108.36
2015-08-07,3103.81
2015-08-10,3086.86
2015-08-11,3089.51
2015-08-12,3102.7
2015-08-13,3154.78
2015-08-17,3112.03
2015-08-18,3130.41
2015-08-19,3139.69
2015-08-20,3140.59
2015-08-21,3137.68
2015-08-24,3155.94
2015-08-25,3172.09
2015-08-26,3164.5
2015-08-27,3150.66
2015-08-28,3138.47
2015-08-31,3116.85
2015-09-01,3134.61
2015-09-02,3115.82
2015-09-03,3122.18
2015-09-04,3146.38
2015-09-07,3157.23
2015-09-08,3186.22
2015-09-09,3186.6
2015-09-10,3157.2
2015-09-11,3167.43
2015-09-14,3135.64
2015-09-15,3132.46
2015-09-16,3132.6
2015-09-17,3126.47
2015-09-18,3098.95
2015-09-21,3091.17
2015-09-22,3107.7
2015-09-23,3120.06
2015-09-24,3147.36
2015-09-25,3161.11
2015-09-30,3163.99
2015-10-01,3155.72
2015-10-02,3123.59
2015-10-05,3127.57
2015-10-06,3105.31
2015-10-07,3087.85
2015-10-08,3087.03
2015-10-12,3073.54
2015-10-13,3043.26
2015-10-14,3042.15
2015-10-15,3050.42
2015-10-16,3005.41
2015-10-19,2992.84
2015-10-20,2983.3
2015-10-21,2997.37
2015-10-22,2999.2
2015-10-23,3018.86
2015-10-26,2990.29
2015-10-27,3008.06
2015-10-28,3000.37
2015-10-29,3004.88
2015-10-30,3029.81
2015-11-02,3019.92
2015-11-03,3023.9
2015-11-04,3006.21
2015-11-05,2994.27
2015-11-06,3015.94
2015-11-09,3020.08
2015-11-10,3059.49
2015-11-11,3071.99
2015-11-12,3065.33
2015-11-13,3062.17
2015-11-16,3078.57
2015-11-17,3109.54
2015-11-18,3112.89
2015-11-19,3109.17
2015-11-20,3087.24
2015-11-23,3064.47
2015-11-24,3074.61
2015-11-25,3063.46
2015-11-26,3034.99
2015-11-27,3035.77
2015-11-30,3051.46
2015-12-01,3070.66
2015-12-02,3075.15
2015-12-03,3077.52
2015-12-04,3096.39
2015-12-07,3067.46
2015-12-08,3093.74
2015-12-09,3117.54
2015-12-10,3125.03
2015-12-11,3123.09
2015-12-14,3128.93
2015-12-15,3147.66
2015-12-16,3135.84
2015-12-17,3124.95
2015-12-18,3126.81
2015-12-21,3139.55
2015-12-22,3122.96
2015-12-23,3117.56
2015-12-24,3107.79
2015-12-28,3105.94
2015-12-29,3094.04
2015-12-30,3101.3
2015-12-31,3114.37
2016-01-04,3114.37
2016-01-05,3141.21
2016-01-06,3150.23
2016-01-07,3168.36
2016-01-08,3180.37
2016-01-11,3172.52
2016-01-12,3208.22
2016-01-13,3209.66
2016-01-14,3204.08
2016-01-15,3216.54
2016-01-18,3216.21
2016-01-19,3215.58
2016-01-20,3210.73
2016-01-21,3213.62
2016-01-22,3213.29
2016-01-25,3195.58
2016-01-26,3172.21
2016-01-27,3189.11
2016-01-28,3187.96
2016-01-29,3204.37
2016-02-01,3202.7
2016-02-02,3199.03
2016-02-03,3192.77
2016-02-04,3231.44
2016-02-05,3189.34
2016-02-11,3169.19
2016-02-12,3175.57
2016-02-15,3199.42
2016-02-16,3208.43
2016-02-17,3227.48
2016-02-18,3247.86
2016-02-19,3251.8
2016-02-22,3271.82
2016-02-23,3271.96
2016-02-24,3263.99
2016-02-25,3276.98
2016-02-26,3280.35
2016-02-29,3276.84
2016-03-02,3291.6
2016-03-03,3269.93
2016-03-04,3232.98
2016-03-07,3205.83
2016-03-08,3185.3
2016-03-09,3198.0
2016-03-10,3222.08
2016-03-11,3207.39
2016-03-14,3183.2
2016-03-15,3148.05
2016-03-16,3154.38
2016-03-17,3163.41
2016-03-18,3115.05
2016-03-21,3080.04
2016-03-22,3090.74
2016-03-23,3075.27
2016-03-24,3074.23
2016-03-25,3096.91
2016-03-28,3101.69
2016-03-29,3102.22
2016-03-30,3084.64
2016-03-31,3059.52
2016-04-01,3035.65
2016-04-04,3047.32
2016-04-05,3044.4
2016-04-06,3063.5
2016-04-07,3065.89
2016-04-08,3062.33
2016-04-11,3067.48
2016-04-12,3048.11
2016-04-14,3036.18
2016-04-15,3059.25
2016-04-18,3051.85
2016-04-19,3052.91
2016-04-20,3024.96
2016-04-21,3003.21
2016-04-22,3010.11
2016-04-25,3026.55
2016-04-26,3049.36
2016-04-27,3049.36
2016-04-28,3039.28
2016-04-29,3033.98
2016-05-02,3019.23
2016-05-03,3026.07
2016-05-04,3016.26
2016-05-09,3059.76
2016-05-10,3089.47
2016-05-11,3114.14
2016-05-12,3098.49
2016-05-13,3088.04
2016-05-16,3102.1
2016-05-17,3126.51
2016-05-18,3112.04
2016-05-19,3132.11
2016-05-20,3158.37
2016-05-23,3151.84
2016-05-24,3137.78
2016-05-25,3152.37
2016-05-26,3144.94
2016-05-27,3132.21
2016-05-30,3127.95
2016-05-31,3157.92
2016-06-01,3157.66
2016-06-02,3162.08
2016-06-03,3155.27
2016-06-07,3146.88
2016-06-08,3085.08
2016-06-09,3067.48
2016-06-10,3065.62
2016-06-13,3084.9
2016-06-14,3110.71
2016-06-15,3109.91
2016-06-16,3119.99
2016-06-17,3102.97
2016-06-20,3104.83
2016-06-21,3084.67
2016-06-22,3071.42
2016-06-23,3064.79
2016-06-24,3052.77
2016-06-27,3098.73
2016-06-28,3135.82
2016-06-29,3116.21
2016-06-30,3086.52
2016-07-01,3054.46
2016-07-04,3040.94
2016-07-05,3045.36
2016-07-06,3056.9
2016-07-07,3089.44
2016-07-08,3065.06
2016-07-11,3071.95
2016-07-12,3041.74
2016-07-13,3045.71
2016-07-14,3036.17
2016-07-15,3025.84
2016-07-18,3001.72
2016-07-19,3010.86
2016-07-20,3016.03
2016-07-21,3022.39
2016-07-22,3021.2
2016-07-25,3010.21
2016-07-26,3012.45
2016-07-27,3016.43
2016-07-28,3005.03
2016-07-29,2982.78
2016-08-01,2974.03
2016-08-02,2943.83
2016-08-03,2938.26
2016-08-04,2951.78
2016-08-05,2951.25
2016-08-08,2944.62
2016-08-09,2948.33
2016-08-10,2936.09
2016-08-11,2907.04
2016-08-12,2913.67
2016-08-16,2920.3
2016-08-17,2904.12
2016-08-18,2923.72
2016-08-19,2934.51
2016-08-22,2957.93
2016-08-23,2984.72
2016-08-24,2963.77
2016-08-25,2974.91
2016-08-26,2968.01
2016-08-29,2954.49
2016-08-30,2984.38
2016-08-31,2966.69
2016-09-01,2963.77
2016-09-02,2968.81
2016-09-05,2964.22
2016-09-06,2939.52
2016-09-07,2931.11
2016-09-08,2899.81
2016-09-09,2899.81
2016-09-12,2916.52
2016-09-13,2945.89
2016-09-19,2950.48
2016-09-20,2970.9
2016-09-21,2969.57
2016-09-22,2962.41
2016-09-23,2926.31
2016-09-26,2928.99
2016-09-27,2936.15
2016-09-28,2927.13
2016-09-29,2906.44
2016-09-30,2908.03
2016-10-04,2923.15
2016-10-05,2931.3
2016-10-06,2954.46
2016-10-07,2947.75
2016-10-10,2959.49
2016-10-11,2946.95
2016-10-12,2963.47
2016-10-13,2978.79
2016-10-14,2997.88
2016-10-17,3004.24
2016-10-18,3023.87
2016-10-19,3003.13
2016-10-20,2977.46
2016-10-21,2980.64
2016-10-24,3008.49
2016-10-25,3008.49
2016-10-26,3013.79
2016-10-27,3002.92
2016-10-28,3023.6
2016-10-31,3037.42
2016-11-01,3035.91
2016-11-02,3028.49
2016-11-03,3046.22
2016-11-04,3025.3
2016-11-07,3032.65
2016-11-08,3028.76
2016-11-09,3018.28
2016-11-10,3040.14
2016-11-11,3053.54
2016-11-14,3088.27
2016-11-15,3104.07
2016-11-16,3100.1
2016-11-17,3097.42
2016-11-18,3116.28
2016-11-21,3135.24
2016-11-22,3139.36
2016-11-23,3119.28
2016-11-24,3116.28
2016-11-25,3136.26
2016-11-28,3126.23
2016-11-29,3104.0
2016-11-30,3100.62
2016-12-01,3098.88
2016-12-02,3110.43
2016-12-05,3104.77
2016-12-06,3114.85
2016-12-07,3103.52
2016-12-08,3103.26
2016-12-09,3075.92
2016-12-12,3094.68
2016-12-13,3103.98
2016-12-14,3092.82
2016-12-15,3100.25
2016-12-16,3131.57
2016-12-19,3138.74
2016-12-20,3146.95
2016-12-21,3161.11
2016-12-22,3167.39
2016-12-23,3179.15
2016-12-26,3190.72
2016-12-27,3180.93
2016-12-28,3198.52
2016-12-29,3204.63
2016-12-30,3207.02
2017-01-02,3206.93
2017-01-03,3203.71
2017-01-04,3200.91
2017-01-05,3201.81
2017-01-06,3160.58
2017-01-09,3153.86
2017-01-10,3198.8
2017-01-11,3179.58
2017-01-12,3173.22
2017-01-13,3137.23
2017-01-16,3123.79
2017-01-17,3131.22
2017-01-18,3130.7
2017-01-19,3091.53
2017-01-20,3122.03
2017-01-23,3109.83
2017-01-24,3095.68
2017-01-25,3086.88
2017-01-26,3093.53
2017-01-31,3070.27
2017-02-01,3091.59
2017-02-02,3064.27
2017-02-03,3048.28
2017-02-06,3041.1
2017-02-07,3017.77
2017-02-08,3030.17
2017-02-09,3038.12
2017-02-10,3038.91
2017-02-13,3054.11
2017-02-14,3055.36
2017-02-15,3036.21
2017-02-16,3028.2
2017-02-17,3020.87
2017-02-20,3037.93
2017-02-21,3044.11
2017-02-22,3040.22
2017-02-23,3026.26
2017-02-24,3018.93
2017-02-27,3000.0
2017-02-28,3001.17
2017-03-02,3003.29
2017-03-03,3027.41
2017-03-06,3057.56
2017-03-07,3066.17
2017-03-08,3053.58
2017-03-09,3041.3
2017-03-10,3065.77
2017-03-13,3072.07
2017-03-14,3045.67
2017-03-15,3043.16
2017-03-16,3040.5
2017-03-17,3002.73
2017-03-20,3000.9
2017-03-21,2983.87
2017-03-22,2964.19
2017-03-23,2982.01
2017-03-24,2971.61
2017-03-27,2977.91
2017-03-28,2955.36
2017-03-29,2950.85
2017-03-30,2954.83
2017-03-31,2960.48
2017-04-03,2968.97
2017-04-04,2954.38
2017-04-05,2967.9
2017-04-06,2981.83
2017-04-07,3000.4
2017-04-10,3009.79
2017-04-11,3028.28
2017-04-12,3039.42
2017-04-13,3037.83
2017-04-14,3002.55
2017-04-17,3020.85
2017-04-18,3014.75
2017-04-19,3018.3
2017-04-20,3023.34
2017-04-21,3027.59
2017-04-24,3014.85
2017-04-25,3001.86
2017-04-26,2998.67
2017-04-27,2984.35
2017-04-28,2997.61
2017-05-02,3006.37
2017-05-04,2999.2
2017-05-08,3002.92
2017-05-10,3003.63
2017-05-11,3009.2
2017-05-12,2998.33
2017-05-15,2988.78
2017-05-16,2985.15
2017-05-17,2964.72
2017-05-18,2966.58
2017-05-19,2984.62
2017-05-22,2990.64
2017-05-23,2963.13
2017-05-24,2972.26
2017-05-25,2987.22
2017-05-26,2965.36
2017-05-29,2969.34
2017-05-30,2970.93
2017-05-31,2981.01
2017-06-01,2975.44
2017-06-02,2971.73
2017-06-05,2972.03
2017-06-07,2964.22
2017-06-08,2972.97
2017-06-09,2981.71
2017-06-12,2972.7
2017-06-13,2984.36
2017-06-14,2992.68
2017-06-15,2983.94
2017-06-16,2976.91
2017-06-19,3003.95
2017-06-20,2999.71
2017-06-21,3014.56
2017-06-22,3028.34
2017-06-23,3024.63
2017-06-26,3022.69
2017-06-27,3009.7
2017-06-28,3012.89
2017-06-29,3026.38
2017-06-30,3020.81
2017-07-03,3032.47
2017-07-04,3035.12
2017-07-05,3046.52
2017-07-06,3046.52
2017-07-07,3058.06
2017-07-10,3064.16
2017-07-11,3048.52
2017-07-12,3048.32
2017-07-13,3037.2
2017-07-14,3015.64
2017-07-17,3011.66
2017-07-18,2991.7
2017-07-19,2985.95
2017-07-20,2974.02
2017-07-21,2982.63
2017-07-24,2972.82
2017-07-25,2959.3
2017-07-26,2959.3
2017-07-27,2970.67
2017-07-28,2949.91
2017-07-31,2967.49
2017-08-01,2974.84
2017-08-02,2964.5
2017-08-03,2978.28
2017-08-04,2989.95
2017-08-07,2984.12
2017-08-08,2989.15
2017-08-09,2984.12
2017-08-10,3008.78
2017-08-11,3025.75
2017-08-14,3039.54
2017-08-16,3018.7
2017-08-17,3022.65
2017-08-18,3012.84
2017-08-21,3029.02
2017-08-22,3019.2
2017-08-23,3012.04
2017-08-24,2999.58
2017-08-25,2990.03
2017-08-28,2995.07
2017-08-29,2971.73
2017-08-30,2986.87
2017-08-31,2977.85
2017-09-01,2985.81
2017-09-04,2977.59
2017-09-05,3000.93
2017-09-06,3000.0
2017-09-07,3006.36
2017-09-08,2995.49
2017-09-11,2988.07
2017-09-12,2995.23
2017-09-13,2996.02
2017-09-14,2989.69
2017-09-15,3002.94
2017-09-18,3005.59
2017-09-19,2990.75
2017-09-20,2996.31
2017-09-21,2993.93
2017-09-22,3003.74
2017-09-25,3013.02
2017-09-26,2998.17
2017-09-27,3012.86
2017-09-28,3021.24
2017-09-29,3040.43
2017-10-10,3036.58
2017-10-11,3016.78
2017-10-12,3008.99
2017-10-13,3005.01
2017-10-16,2997.32
2017-10-17,2987.97
2017-10-18,2998.83
2017-10-19,2996.18
2017-10-20,3001.22
2017-10-23,3000.16
2017-10-24,3000.16
2017-10-25,2990.62
2017-10-26,2990.62
2017-10-27,2981.08
2017-10-30,2997.75
2017-10-31,2982.82
2017-11-01,2973.22
2017-11-02,2961.86
2017-11-03,2947.11
2017-11-06,2950.68
2017-11-07,2956.11
2017-11-08,2948.07
2017-11-09,2954.06
2017-11-10,2947.49
2017-11-13,2961.82
2017-11-14,2966.15
2017-11-15,2958.92
2017-11-16,2948.07
2017-11-17,2921.9
2017-11-20,2901.65
2017-11-21,2907.84
2017-11-22,2904.37
2017-11-23,2888.49
2017-11-24,2880.89
2017-11-27,2878.37
2017-11-28,2880.07
2017-11-29,2882.99
2017-11-30,2867.36
2017-12-01,2874.51
2017-12-04,2882.79
2017-12-05,2885.36
2017-12-06,2875.14
2017-12-07,2895.29
2017-12-08,2897.79
2017-12-11,2899.27
2017-12-12,2897.0
2017-12-13,2890.9
2017-12-14,2895.98
2017-12-15,2882.65
2017-12-18,2889.54
2017-12-19,2888.71
2017-12-20,2883.52
2017-12-21,2873.02
2017-12-22,2866.62
2017-12-26,2862.37
2017-12-27,2856.8
2017-12-28,2853.05
2017-12-29,2842.74
2018-01-02,2839.88
2018-01-03,2822.63
2018-01-04,2825.55
2018-01-05,2825.81
2018-01-08,2816.87
2018-01-09,2825.46
2018-01-10,2830.28
2018-01-11,2840.05
2018-01-12,2842.96
2018-01-15,2823.76
2018-01-16,2816.54
2018-01-17,2823.7
2018-01-18,2828.48
2018-01-19,2836.76
2018-01-22,2830.81
2018-01-23,2836.71
2018-01-24,2837.63
2018-01-25,2840.01
2018-01-26,2816.4
2018-01-29,2824.48
2018-01-30,2825.68
2018-01-31,2842.4
2018-02-01,2841.0
2018-02-02,2842.55
2018-02-05,2855.82
2018-02-06,2891.25
2018-02-07,2902.5
2018-02-08,2873.7
2018-02-09,2886.48
2018-02-12,2898.25
2018-02-13,2873.82
2018-02-14,2873.52
2018-02-19,2864.23
2018-02-20,2833.04
2018-02-21,2838.99
2018-02-22,2853.31
2018-02-23,2872.57
2018-02-26,2860.67
2018-02-27,2849.22
2018-02-28,2841.0
2018-03-02,2870.45
2018-03-05,2867.87
2018-03-06,2865.36
2018-03-07,2851.91
2018-03-08,2834.52
2018-03-09,2833.73
2018-03-12,2836.45
2018-03-13,2823.0
2018-03-14,2826.98
2018-03-15,2826.83
2018-03-16,2826.98
2018-03-19,2836.91
2018-03-20,2841.15
2018-03-21,2840.62
2018-03-22,2841.68
2018-03-23,2836.15
2018-03-26,2866.39
2018-03-27,2867.68
2018-03-28,2843.81
2018-03-29,2836.0
2018-03-30,2828.31
2018-04-02,2822.74
2018-04-03,2806.04
2018-04-04,2805.24
2018-04-05,2804.71
2018-04-06,2809.75
2018-04-09,2826.99
2018-04-10,2830.96
2018-04-11,2831.49
2018-04-12,2827.9
2018-04-13,2834.0
2018-04-16,2837.44
2018-04-17,2845.66
2018-04-18,2833.5
2018-04-19,2828.46
2018-04-20,2820.51
2018-04-23,2830.58
2018-04-24,2834.83
2018-04-25,2856.04
2018-04-26,2860.82
2018-04-27,2863.47
2018-04-30,2854.19
2018-05-02,2830.96
2018-05-03,2850.59
2018-05-04,2854.68
2018-05-08,2854.98
2018-05-09,2859.34
2018-05-10,2867.56
2018-05-11,2851.35
2018-05-14,2834.11
2018-05-15,2828.05
2018-05-16,2843.96
2018-05-17,2856.35
2018-05-18,2859.38
2018-05-21,2862.06
2018-05-23,2869.85
2018-05-24,2856.61
2018-05-25,2859.0
2018-05-28,2858.62
2018-05-29,2841.78
2018-05-30,2849.46
2018-05-31,2863.61
2018-06-01,2849.88
2018-06-04,2850.71
2018-06-05,2835.69
2018-06-07,2832.25
2018-06-08,2827.0
2018-06-11,2843.67
2018-06-12,2841.83
2018-06-14,2846.06
2018-06-15,2865.65
2018-06-18,2889.21
2018-06-19,2923.24
2018-06-20,2926.15
2018-06-21,2931.99
2018-06-22,2931.92
2018-06-25,2940.99
2018-06-26,2931.7
2018-06-27,2919.68
2018-06-28,2957.41
2018-06-29,2967.46
2018-07-02,2957.51
2018-07-03,2943.55
2018-07-04,2950.81
2018-07-05,2938.87
2018-07-06,2947.04
2018-07-09,2964.59
2018-07-10,2930.11
2018-07-11,2933.75
2018-07-12,2953.9
2018-07-13,2974.63
2018-07-16,2979.68
2018-07-17,2980.85
2018-07-18,2971.61
2018-07-19,2982.96
2018-07-20,2989.03
2018-07-23,3010.08
2018-07-24,2981.9
2018-07-25,2999.6
2018-07-26,2981.46
2018-07-27,2960.57
2018-07-30,2970.82
2018-07-31,2952.44
2018-08-01,2955.3
2018-08-02,2959.78
2018-08-03,2969.29
2018-08-06,2992.31
2018-08-07,2971.67
2018-08-08,2984.75
2018-08-09,2964.18
2018-08-10,2962.11
2018-08-13,2985.55
2018-08-14,3005.17
2018-08-16,3002.12
2018-08-17,2998.41
2018-08-20,2984.88
2018-08-21,2974.54
2018-08-22,2965.26
2018-08-23,2965.8
2018-08-24,2971.37
2018-08-27,2974.02
2018-08-28,2954.14
2018-08-29,2942.74
2018-08-30,2939.55
2018-08-31,2939.55
2018-09-03,2951.48
2018-09-04,2952.01
2018-09-05,2954.42
2018-09-06,2963.43
2018-09-07,2972.98
2018-09-10,2978.02
2018-09-11,2991.91
2018-09-12,2988.46
2018-09-13,2989.39
2018-09-14,2973.22
2018-09-17,2967.91
2018-09-18,2986.87
2018-09-19,2987.14
2018-09-20,2978.38
2018-09-21,2970.16
2018-09-27,2961.88
2018-09-28,2951.54
2018-10-01,2944.83
2018-10-02,2945.9
2018-10-04,2961.59
2018-10-05,2993.16
2018-10-08,2998.89
2018-10-10,3002.18
2018-10-11,3004.3
2018-10-12,3030.83
2018-10-15,3006.02
2018-10-16,3006.53
2018-10-17,2992.47
2018-10-18,2984.24
2018-10-19,3004.32
2018-10-22,3008.35
2018-10-23,2999.34
2018-10-24,3012.33
2018-10-25,3003.1
2018-10-26,3020.21
2018-10-29,3025.46
2018-10-30,3021.04
2018-10-31,3026.35
2018-11-01,3022.63
2018-11-02,3021.25
2018-11-05,2985.33
2018-11-06,2978.3
2018-11-07,2977.77
2018-11-08,2973.53
2018-11-09,2967.21
2018-11-12,2985.86
2018-11-13,3003.29
2018-11-14,3012.87
2018-11-15,3003.08
2018-11-16,2998.06
2018-11-19,2993.82
2018-11-20,2990.21
2018-11-21,2992.46
2018-11-22,3000.88
2018-11-23,2995.01
2018-11-26,2998.83
2018-11-27,2997.32
2018-11-28,2997.11
2018-11-29,2994.99
2018-11-30,2975.68
2018-12-03,2971.3
2018-12-04,2954.58
2018-12-05,2943.92
2018-12-06,2954.16
2018-12-07,2965.3
2018-12-10,2965.97
2018-12-11,2983.13
2018-12-12,2995.91
2018-12-13,2991.14
2018-12-14,2981.59
2018-12-17,2995.07
2018-12-18,3001.59
2018-12-19,2997.08
2018-12-20,2984.35
2018-12-21,2994.91
2018-12-24,2981.25
2018-12-26,2984.77
2018-12-27,2986.07
2018-12-28,2974.74
2018-12-31,2965.78
2019-01-02,2965.94
2019-01-03,2968.33
2019-01-04,2990.87
2019-01-07,2984.62
2019-01-08,2965.44
2019-01-09,2975.49
2019-01-10,2975.07
2019-01-11,2967.9
2019-01-14,2964.3
2019-01-15,2974.54
2019-01-16,2971.01
2019-01-17,2976.13
2019-01-18,2974.14
2019-01-21,2973.88
2019-01-22,2989.41
2019-01-23,2997.88
2019-01-24,2992.41
2019-01-25,2991.88
2019-01-28,2984.35
2019-01-29,2962.44
2019-01-30,2965.63
2019-01-31,2963.24
2019-02-01,2948.38
2019-02-07,2963.43
2019-02-08,2979.84
2019-02-11,2982.76
2019-02-12,2982.76
2019-02-13,2984.45
2019-02-14,2976.83
2019-02-15,2984.01
2019-02-18,2990.85
2019-02-19,2983.37
2019-02-20,2990.56
2019-02-21,2977.8
2019-02-22,2982.57
2019-02-25,2985.86
2019-02-26,2973.02
2019-02-27,2966.39
2019-02-28,2965.07
2019-03-04,2970.48
2019-03-05,2984.16
2019-03-06,2986.29
2019-03-07,2991.59
2019-03-08,2992.76
2019-03-11,3007.96
2019-03-12,3009.12
2019-03-13,2993.9
2019-03-14,3001.33
2019-03-15,3004.59
2019-03-18,3013.69
2019-03-19,3008.04
2019-03-20,3000.53
2019-03-21,2998.97
2019-03-22,2986.92
2019-03-25,2996.82
2019-03-26,3010.34
2019-03-27,3003.08
2019-03-28,3009.81
2019-03-29,3018.04
2019-04-01,3013.45
2019-04-02,3004.27
2019-04-03,3012.49
2019-04-04,3010.19
2019-04-05,3011.86
2019-04-08,3010.09
2019-04-09,3027.51
2019-04-10,3031.22
2019-04-11,3026.98
2019-04-12,3021.67
2019-04-15,3025.12
2019-04-16,3007.61
2019-04-17,3012.39
2019-04-18,3013.45
2019-04-19,3013.71
2019-04-22,3015.78
2019-04-23,3025.91
2019-04-24,3026.71
2019-04-25,3042.09
2019-04-26,3073.07
2019-04-29,3076.13
2019-04-30,3072.31
2019-05-02,3087.17
2019-05-03,3087.43
2019-05-07,3102.02
2019-05-08,3103.08
2019-05-09,3103.35
2019-05-10,3119.0
2019-05-13,3124.93
2019-05-14,3138.36
2019-05-15,3148.71
2019-05-16,3155.07
2019-05-17,3156.14
2019-05-20,3163.83
2019-05-21,3164.36
2019-05-22,3165.42
2019-05-23,3168.87
2019-05-24,3159.68
2019-05-27,3155.44
2019-05-28,3140.85
2019-05-29,3150.13
2019-05-30,3164.72
2019-05-31,3156.5
2019-06-03,3159.6
