,AED
2017-01-12,325.72
2017-01-13,322.03
2017-01-16,320.63
2017-01-17,321.4
2017-01-18,321.51
2017-01-19,317.35
2017-01-20,320.47
2017-01-23,319.23
2017-01-24,317.64
2017-01-25,316.81
2017-01-26,317.51
2017-01-31,315.23
2017-02-01,317.33
2017-02-02,314.52
2017-02-03,312.88
2017-02-06,312.23
2017-02-07,309.75
2017-02-08,310.94
2017-02-09,311.85
2017-02-10,311.94
2017-02-13,313.49
2017-02-14,313.62
2017-02-15,311.61
2017-02-16,310.82
2017-02-17,310.09
2017-02-20,311.82
2017-02-21,312.45
2017-02-22,312.23
2017-02-23,310.63
2017-02-24,310.08
2017-02-27,307.96
2017-02-28,308.26
2017-03-02,308.33
2017-03-03,310.93
2017-03-06,313.86
2017-03-07,314.77
2017-03-08,313.44
2017-03-09,312.18
2017-03-10,314.76
2017-03-13,315.34
2017-03-14,312.46
2017-03-15,312.37
2017-03-16,312.08
2017-03-17,308.12
2017-03-20,308.04
2017-03-21,306.16
2017-03-22,304.26
2017-03-23,305.95
2017-03-24,304.94
2017-03-27,305.67
2017-03-28,303.36
2017-03-29,302.89
2017-03-30,303.3
2017-03-31,303.87
2017-04-03,304.74
2017-04-04,303.24
2017-04-05,304.64
2017-04-06,306.01
2017-04-07,307.93
2017-04-10,308.89
2017-04-11,310.81
2017-04-12,311.95
2017-04-13,311.78
2017-04-14,308.16
2017-04-17,310.04
2017-04-18,309.42
2017-04-19,309.8
2017-04-20,310.31
2017-04-21,310.75
2017-04-24,309.44
2017-04-25,308.1
2017-04-26,307.79
2017-04-27,306.32
2017-04-28,307.67
2017-05-02,308.57
2017-05-04,307.85
2017-05-08,308.21
2017-05-10,308.31
2017-05-11,308.88
2017-05-12,307.77
2017-05-15,306.78
2017-05-16,306.41
2017-05-17,304.29
2017-05-18,304.5
2017-05-19,306.34
2017-05-22,306.98
2017-05-23,304.14
2017-05-24,305.08
2017-05-25,306.72
2017-05-26,304.38
2017-05-29,304.79
2017-05-30,304.96
2017-05-31,305.98
2017-06-01,305.42
2017-06-02,305.05
2017-06-05,305.17
2017-06-07,304.5
2017-06-08,305.46
2017-06-09,306.29
2017-06-12,305.36
2017-06-13,306.55
2017-06-14,307.34
2017-06-15,306.45
2017-06-16,305.69
2017-06-19,308.46
2017-06-20,308.03
2017-06-21,309.56
2017-06-22,310.97
2017-06-23,310.59
2017-06-26,310.39
2017-06-27,309.07
2017-06-28,309.4
2017-06-29,310.83
2017-06-30,310.27
2017-07-03,311.47
2017-07-04,311.74
2017-07-05,312.91
2017-07-06,312.9
2017-07-07,314.05
2017-07-10,314.67
2017-07-11,313.06
2017-07-12,313.11
2017-07-13,311.91
2017-07-14,309.69
2017-07-17,309.28
2017-07-18,307.16
2017-07-19,306.64
2017-07-20,305.42
2017-07-21,306.27
2017-07-24,305.25
2017-07-25,303.87
2017-07-26,303.87
2017-07-27,305.01
2017-07-28,302.89
2017-07-31,304.68
2017-08-01,305.44
2017-08-02,304.38
2017-08-03,305.81
2017-08-04,306.99
2017-08-07,306.39
2017-08-08,306.91
2017-08-09,306.39
2017-08-10,308.93
2017-08-11,310.67
2017-08-14,312.08
2017-08-16,309.88
2017-08-17,310.26
2017-08-18,309.25
2017-08-21,310.91
2017-08-22,309.91
2017-08-23,309.17
2017-08-24,307.89
2017-08-25,306.91
2017-08-28,307.42
2017-08-29,305.03
2017-08-30,306.62
2017-08-31,305.69
2017-09-01,306.52
2017-09-04,305.66
2017-09-05,308.05
2017-09-06,308.0
2017-09-07,308.65
2017-09-08,307.54
2017-09-11,306.78
2017-09-12,307.51
2017-09-13,307.6
2017-09-14,306.97
2017-09-15,308.33
2017-09-18,308.6
2017-09-19,307.07
2017-09-20,307.65
2017-09-21,307.4
2017-09-22,308.41
2017-09-25,309.36
2017-09-26,307.85
2017-09-27,309.36
2017-09-28,310.2
2017-09-29,312.21
2017-10-10,311.92
2017-10-11,309.87
2017-10-12,309.05
2017-10-13,308.67
2017-10-16,307.86
2017-10-17,306.91
2017-10-18,308.03
2017-10-19,307.75
2017-10-20,308.27
2017-10-23,308.16
2017-10-24,308.16
2017-10-25,307.18
2017-10-26,307.19
2017-10-27,306.2
2017-10-30,307.64
2017-10-31,306.31
2017-11-01,305.28
2017-11-02,304.07
2017-11-03,303.12
2017-11-06,302.94
2017-11-07,304.03
2017-11-08,302.65
2017-11-09,303.38
2017-11-10,303.38
2017-11-13,304.17
2017-11-14,305.12
2017-11-15,304.54
2017-11-16,303.39
2017-11-17,300.6
2017-11-20,298.41
2017-11-21,299.19
2017-11-22,298.77
2017-11-23,297.11
2017-11-24,296.27
2017-11-27,295.41
2017-11-28,296.11
2017-11-29,296.3
2017-11-30,294.7
2017-12-01,295.44
2017-12-04,295.99
2017-12-05,296.3
2017-12-06,295.21
2017-12-07,297.3
2017-12-08,297.51
2017-12-11,297.68
2017-12-12,297.41
2017-12-13,296.81
2017-12-14,297.27
2017-12-15,295.87
2017-12-18,296.59
2017-12-19,296.52
2017-12-20,295.92
2017-12-21,294.85
2017-12-22,294.25
2017-12-26,293.85
2017-12-27,293.29
2017-12-28,292.73
2017-12-29,291.7
2018-01-02,291.7
2018-01-03,289.75
2018-01-04,290.06
2018-01-05,290.1
2018-01-08,289.17
2018-01-09,290.01
2018-01-10,290.53
2018-01-11,291.5
2018-01-12,291.64
2018-01-15,289.88
2018-01-16,288.94
2018-01-17,289.69
2018-01-18,290.18
2018-01-19,291.16
2018-01-22,290.58
2018-01-23,291.01
2018-01-24,291.23
2018-01-25,291.47
2018-01-26,289.08
2018-01-29,289.91
2018-01-30,289.9
2018-01-31,291.74
2018-02-01,291.59
2018-02-02,291.62
2018-02-05,293.14
2018-02-06,296.7
2018-02-07,297.94
2018-02-08,294.94
2018-02-09,296.15
2018-02-12,297.49
2018-02-13,294.96
2018-02-14,294.81
2018-02-19,294.01
2018-02-20,290.76
2018-02-21,291.39
2018-02-22,292.77
2018-02-23,294.82
2018-02-26,293.62
2018-02-27,292.33
2018-02-28,291.6
2018-03-02,294.55
2018-03-05,294.41
2018-03-06,294.18
2018-03-07,292.78
2018-03-08,290.95
2018-03-09,290.89
2018-03-12,291.1
2018-03-13,289.76
2018-03-14,290.16
2018-03-15,290.17
2018-03-16,290.16
2018-03-19,291.21
2018-03-20,291.64
2018-03-21,291.58
2018-03-22,291.7
2018-03-23,291.11
2018-03-26,294.26
2018-03-27,294.36
2018-03-28,291.91
2018-03-29,291.16
2018-03-30,290.37
2018-04-02,289.79
2018-04-03,288.08
2018-04-04,287.99
2018-04-05,287.93
2018-04-06,288.45
2018-04-09,290.22
2018-04-10,290.63
2018-04-11,290.68
2018-04-12,290.33
2018-04-13,290.95
2018-04-16,291.31
2018-04-17,292.16
2018-04-18,290.87
2018-04-19,290.36
2018-04-20,289.54
2018-04-23,290.57
2018-04-24,291.01
2018-04-25,293.19
2018-04-26,293.67
2018-04-27,293.94
2018-04-30,292.99
2018-05-02,290.62
2018-05-03,292.64
2018-05-04,293.08
2018-05-08,293.13
2018-05-09,293.54
2018-05-10,294.38
2018-05-11,292.75
2018-05-14,290.92
2018-05-15,290.39
2018-05-16,292.02
2018-05-17,293.67
2018-05-18,293.83
2018-05-21,294.03
2018-05-23,295.06
2018-05-24,293.71
2018-05-25,293.94
2018-05-28,293.69
2018-05-29,292.17
2018-05-30,292.96
2018-05-31,294.38
2018-06-01,293.05
2018-06-04,292.94
2018-06-05,291.55
2018-06-07,291.19
2018-06-08,290.73
2018-06-11,292.19
2018-06-12,292.26
2018-06-14,292.69
2018-06-15,294.71
2018-06-18,297.13
2018-06-19,300.67
2018-06-20,300.97
2018-06-21,301.66
2018-06-22,301.92
2018-06-25,301.9
2018-06-26,303.85
2018-06-27,303.61
2018-06-28,304.34
2018-06-29,305.38
2018-07-02,304.15
2018-07-03,304.21
2018-07-04,305.21
2018-07-05,303.64
2018-07-06,304.48
2018-07-09,304.32
2018-07-10,302.82
2018-07-11,303.23
2018-07-12,305.13
2018-07-13,307.04
2018-07-16,305.86
2018-07-17,307.28
2018-07-18,306.33
2018-07-19,307.34
2018-07-20,307.96
2018-07-23,308.94
2018-07-24,307.23
2018-07-25,309.05
2018-07-26,306.96
2018-07-27,304.81
2018-07-30,304.92
2018-07-31,304.02
2018-08-01,304.34
2018-08-02,304.72
2018-08-03,305.62
2018-08-06,307.12
2018-08-07,305.87
2018-08-08,306.47
2018-08-09,304.59
2018-08-10,304.34
2018-08-13,306.63
2018-08-14,308.65
2018-08-16,308.21
2018-08-17,307.83
2018-08-20,306.46
2018-08-21,305.38
2018-08-22,304.43
2018-08-23,304.56
2018-08-24,305.13
2018-08-27,305.41
2018-08-28,303.36
2018-08-29,302.19
2018-08-30,301.87
2018-08-31,301.87
2018-09-03,303.09
2018-09-04,303.15
2018-09-05,303.34
2018-09-06,304.26
2018-09-07,305.24
2018-09-10,305.77
2018-09-11,307.12
2018-09-12,306.77
2018-09-13,306.91
2018-09-14,305.24
2018-09-17,304.7
2018-09-18,306.6
2018-09-19,306.63
2018-09-20,305.73
2018-09-21,304.89
2018-09-27,303.99
2018-09-28,302.94
2018-10-01,302.25
2018-10-02,302.44
2018-10-04,303.94
2018-10-05,307.18
2018-10-08,307.84
2018-10-10,308.1
2018-10-11,308.32
2018-10-12,311.04
2018-10-15,308.54
2018-10-16,308.56
2018-10-17,307.12
2018-10-18,306.28
2018-10-19,308.37
2018-10-22,308.82
2018-10-23,307.88
2018-10-24,309.22
2018-10-25,308.24
2018-10-26,309.95
2018-10-29,310.52
2018-10-30,309.98
2018-10-31,310.52
2018-11-01,310.14
2018-11-02,310.03
2018-11-05,306.41
2018-11-06,305.65
2018-11-07,305.6
2018-11-08,305.16
2018-11-09,304.48
2018-11-12,306.47
2018-11-13,308.18
2018-11-14,309.19
2018-11-15,308.29
2018-11-16,307.72
2018-11-19,307.28
2018-11-20,306.93
2018-11-21,306.96
2018-11-22,307.99
2018-11-23,307.37
2018-11-26,307.77
2018-11-27,307.61
2018-11-28,307.56
2018-11-29,307.34
2018-11-30,305.41
2018-12-03,305.0
2018-12-04,303.2
2018-12-05,302.14
2018-12-06,303.17
2018-12-07,304.32
2018-12-10,304.45
2018-12-11,306.19
2018-12-12,307.47
2018-12-13,306.98
2018-12-14,306.02
2018-12-17,307.42
2018-12-18,308.07
2018-12-19,307.61
2018-12-20,306.3
2018-12-21,307.34
2018-12-24,305.99
2018-12-26,306.33
2018-12-27,306.44
2018-12-28,305.27
2018-12-31,304.4
2019-01-02,304.4
2019-01-03,304.64
2019-01-04,306.96
2019-01-07,306.33
2019-01-08,304.37
2019-01-09,305.38
2019-01-10,305.35
2019-01-11,304.62
2019-01-14,304.26
2019-01-15,305.3
2019-01-16,304.94
2019-01-17,305.46
2019-01-18,305.3
2019-01-21,305.29
2019-01-22,306.68
2019-01-23,307.69
2019-01-24,307.15
2019-01-25,307.09
2019-01-28,306.3
2019-01-29,304.07
2019-01-30,304.4
2019-01-31,304.15
2019-02-01,302.63
2019-02-07,304.04
2019-02-08,305.84
2019-02-11,306.16
2019-02-12,306.14
2019-02-13,306.17
2019-02-14,305.38
2019-02-15,306.28
2019-02-18,307.02
2019-02-19,306.19
2019-02-20,306.96
2019-02-21,305.62
2019-02-22,306.11
2019-02-25,306.47
2019-02-26,305.13
2019-02-27,304.47
2019-02-28,304.32
2019-03-04,304.9
2019-03-05,306.28
2019-03-06,306.49
2019-03-07,307.06
2019-03-08,307.18
2019-03-11,308.74
2019-03-12,308.86
2019-03-13,307.28
2019-03-14,308.05
2019-03-15,308.37
2019-03-18,309.31
2019-03-19,308.65
2019-03-20,307.88
2019-03-21,307.75
2019-03-22,306.49
2019-03-25,307.6
2019-03-26,308.97
2019-03-27,308.21
2019-03-28,308.92
2019-03-29,309.76
2019-04-01,309.34
2019-04-02,308.37
2019-04-03,309.22
2019-04-04,308.97
2019-04-05,309.14
2019-04-08,309.39
2019-04-09,310.74
2019-04-10,311.12
2019-04-11,310.69
2019-04-12,310.14
2019-04-15,310.5
2019-04-16,308.7
2019-04-17,309.19
2019-04-18,309.3
2019-04-19,309.33
2019-04-22,309.57
2019-04-23,310.58
2019-04-24,310.66
2019-04-25,312.24
2019-04-26,315.46
2019-04-29,315.74
2019-04-30,315.32
2019-05-02,316.84
2019-05-03,316.87
2019-05-07,318.36
2019-05-08,318.47
2019-05-09,318.5
2019-05-10,320.11
2019-05-13,320.75
2019-05-14,322.09
2019-05-15,323.16
2019-05-16,323.81
2019-05-17,323.93
2019-05-20,324.73
2019-05-21,324.77
2019-05-22,324.87
2019-05-23,325.22
2019-05-24,324.3
2019-05-27,323.9
2019-05-28,322.37
2019-05-29,323.32
2019-05-30,324.82
2019-05-31,323.97
2019-06-03,324.33
2019-06-04,322.07
2019-06-05,321.66
2019-06-07,321.2
2019-06-10,321.13
2019-06-11,322.34
2019-06-12,321.71
2019-06-13,321.71
2019-06-14,322.53
2019-06-17,322.35
2019-06-18,322.97
2019-06-19,322.62
2019-06-20,320.43
2019-06-21,317.9
2019-06-24,316.37
2019-06-25,315.23
2019-06-26,314.36
2019-06-27,315.32
2019-06-28,314.93
2019-07-01,314.84
2019-07-02,314.55
2019-07-03,317.11
2019-07-04,318.64
2019-07-05,318.31
2019-07-08,318.65
2019-07-09,320.84
2019-07-10,321.22
2019-07-11,321.63
2019-07-12,319.56
2019-07-15,320.52
2019-07-16,321.03
2019-07-17,320.84
2019-07-18,321.36
2019-07-19,321.11
2019-07-22,319.46
2019-07-23,320.61
2019-07-24,320.82
2019-07-25,320.76
2019-07-26,321.2
2019-07-29,322.42
2019-07-30,322.18
2019-07-31,321.79
2019-08-01,321.77
2019-08-02,323.56
2019-08-05,325.31
2019-08-06,329.91
2019-08-07,330.59
2019-08-08,330.64
2019-08-09,329.77
2019-08-12,329.35
2019-08-13,330.94
2019-08-14,331.84
2019-08-16,329.9
2019-08-19,330.34
2019-08-20,329.61
2019-08-21,329.47
2019-08-22,327.78
2019-08-23,328.08
2019-08-26,330.03
2019-08-27,331.65
2019-08-28,330.26
2019-08-29,330.37
2019-08-30,330.83
2019-09-02,329.33
2019-09-03,329.93
2019-09-04,330.83
2019-09-05,329.34
2019-09-06,326.59
2019-09-09,325.87
2019-09-10,324.63
2019-09-11,324.51
2019-09-16,324.37
2019-09-17,322.34
2019-09-18,323.51
2019-09-19,324.11
2019-09-20,325.36
2019-09-23,324.29
2019-09-24,324.82
2019-09-25,325.07
2019-09-26,326.23
2019-09-27,326.45
2019-09-30,327.06
2019-10-01,326.49
2019-10-02,326.21
2019-10-04,327.7
2019-10-07,325.89
2019-10-08,325.74
2019-10-10,325.25
2019-10-11,325.63
2019-10-14,323.79
2019-10-15,322.26
2019-10-16,322.37
2019-10-17,323.16
2019-10-18,323.05
2019-10-21,321.4
2019-10-22,320.0
2019-10-23,318.91
2019-10-24,319.55
2019-10-25,318.83
2019-10-28,319.7
2019-10-29,318.44
2019-10-30,317.6
2019-10-31,318.12
2019-11-01,316.29
2019-11-04,317.9
2019-11-05,315.93
2019-11-06,315.83
2019-11-07,315.12
2019-11-08,315.97
2019-11-11,314.74
2019-11-12,316.16
2019-11-13,316.76
2019-11-14,317.9
2019-11-15,318.64
2019-11-18,317.52
2019-11-19,317.03
2019-11-20,318.15
2019-11-21,318.55
2019-11-22,320.3
2019-11-25,320.65
2019-11-26,320.22
2019-11-27,319.73
2019-11-28,320.16
2019-11-29,321.06
2019-12-02,321.33
2019-12-03,321.36
2019-12-04,322.94
2019-12-05,324.98
2019-12-06,324.03
2019-12-09,323.89
2019-12-10,323.78
2019-12-11,324.52
2019-12-12,324.87
2019-12-13,323.59
2019-12-16,318.99
2019-12-17,319.32
2019-12-18,317.63
2019-12-19,317.25
2019-12-20,317.03
2019-12-23,316.53
2019-12-24,316.53
2019-12-26,316.81
2019-12-27,316.13
2019-12-30,316.05
2019-12-31,315.21
2020-01-02,315.21
2020-01-03,314.96
2020-01-06,316.54
2020-01-07,318.42
2020-01-08,317.25
2020-01-09,319.64
2020-01-10,315.81
2020-01-13,316.1
2020-01-14,314.63
2020-01-15,313.93
2020-01-16,315.48
