,AUD
2014-10-08,940.33
2014-10-10,939.5
2014-10-13,927.65
2014-10-14,936.0
2014-10-15,926.36
2014-10-16,937.37
2014-10-17,928.79
2014-10-20,930.66
2014-10-21,931.99
2014-10-22,924.59
2014-10-23,924.09
2014-10-24,924.32
2014-10-27,932.29
2014-10-28,925.97
2014-10-29,930.52
2014-10-30,920.21
2014-10-31,930.68
2014-11-03,927.67
2014-11-04,934.69
2014-11-05,945.56
2014-11-06,925.69
2014-11-07,932.16
2014-11-10,944.79
2014-11-11,935.88
2014-11-12,947.56
2014-11-13,957.45
2014-11-14,956.03
2014-11-17,962.7
2014-11-18,954.94
2014-11-19,957.8
2014-11-20,949.56
2014-11-21,959.16
2014-11-24,963.93
2014-11-25,958.27
2014-11-26,949.55
2014-11-27,945.05
2014-11-28,938.74
2014-12-01,936.65
2014-12-02,948.32
2014-12-03,934.86
2014-12-04,935.54
2014-12-05,935.43
2014-12-08,923.96
2014-12-09,928.24
2014-12-10,922.63
2014-12-11,918.5
2014-12-12,907.69
2014-12-15,910.55
2014-12-16,905.89
2014-12-17,898.12
2014-12-18,884.3
2014-12-19,901.87
2014-12-22,897.23
2014-12-23,891.12
2014-12-24,892.18
2014-12-26,895.75
2014-12-29,892.68
2014-12-30,893.5
2014-12-31,899.09
2015-01-02,898.49
2015-01-05,890.51
2015-01-06,897.27
2015-01-07,892.06
2015-01-08,888.28
2015-01-09,890.83
2015-01-12,897.57
2015-01-13,883.02
2015-01-14,883.15
2015-01-15,880.87
2015-01-16,889.99
2015-01-19,886.29
2015-01-20,885.0
2015-01-21,885.52
2015-01-22,879.6
2015-01-23,870.63
2015-01-26,854.92
2015-01-27,855.13
2015-01-28,858.11
2015-01-29,855.44
2015-01-30,848.1
2015-02-02,851.84
2015-02-03,859.49
2015-02-04,854.26
2015-02-05,845.44
2015-02-06,850.23
2015-02-09,845.72
2015-02-10,855.77
2015-02-11,847.72
2015-02-12,847.14
2015-02-13,857.65
2015-02-16,852.91
2015-02-17,852.92
2015-02-23,863.64
2015-02-24,865.81
2015-02-25,867.7
2015-02-26,869.21
2015-02-27,857.32
2015-03-02,858.05
2015-03-03,855.26
2015-03-04,859.76
2015-03-05,857.3
2015-03-06,856.1
2015-03-09,848.65
2015-03-10,854.15
2015-03-11,854.46
2015-03-12,856.55
2015-03-13,871.02
2015-03-16,858.16
2015-03-17,866.64
2015-03-18,861.48
2015-03-19,874.69
2015-03-20,852.49
2015-03-23,872.91
2015-03-24,880.67
2015-03-25,871.45
2015-03-26,864.24
2015-03-27,864.53
2015-03-30,854.95
2015-03-31,845.6
2015-04-01,845.14
2015-04-02,838.39
2015-04-03,832.72
2015-04-06,836.0
2015-04-07,825.03
2015-04-08,832.64
2015-04-09,840.88
2015-04-10,841.92
2015-04-13,839.83
2015-04-14,831.99
2015-04-15,835.38
2015-04-16,841.62
2015-04-17,848.77
2015-04-20,846.32
2015-04-21,835.63
2015-04-22,836.08
2015-04-23,838.4
2015-04-24,842.57
2015-04-27,844.59
2015-04-28,844.45
2015-04-29,857.79
2015-04-30,854.11
2015-05-04,837.42
2015-05-06,856.19
2015-05-07,861.29
2015-05-08,859.07
2015-05-11,863.93
2015-05-12,860.09
2015-05-13,875.32
2015-05-14,889.11
2015-05-15,883.85
2015-05-18,875.77
2015-05-19,867.48
2015-05-20,863.67
2015-05-21,862.2
2015-05-22,864.03
2015-05-26,853.77
2015-05-27,850.22
2015-05-28,855.88
2015-05-29,848.4
2015-06-01,845.98
2015-06-02,845.76
2015-06-03,865.63
2015-06-04,859.8
2015-06-05,852.63
2015-06-08,847.64
2015-06-09,862.43
2015-06-10,860.74
2015-06-11,864.23
2015-06-12,860.73
2015-06-15,859.83
2015-06-16,866.17
2015-06-17,866.13
2015-06-18,864.35
2015-06-19,865.67
2015-06-22,857.59
2015-06-23,849.78
2015-06-24,854.24
2015-06-25,854.08
2015-06-26,858.66
2015-06-29,850.32
2015-06-30,862.86
2015-07-01,860.64
2015-07-02,854.37
2015-07-03,857.51
2015-07-06,839.74
2015-07-07,843.26
2015-07-08,841.38
2015-07-09,843.83
2015-07-10,847.21
2015-07-13,839.7
2015-07-14,837.03
2015-07-15,848.97
2015-07-16,842.83
2015-07-17,850.91
2015-07-20,845.57
2015-07-21,849.01
2015-07-22,860.05
2015-07-23,850.1
2015-07-24,855.34
2015-07-27,848.12
2015-07-28,850.61
2015-07-29,856.11
2015-07-30,845.27
2015-07-31,850.47
2015-08-03,854.83
2015-08-04,847.57
2015-08-05,863.12
2015-08-06,862.2
2015-08-07,859.63
2015-08-10,862.98
2015-08-11,863.9
2015-08-12,855.68
2015-08-13,878.44
2015-08-17,865.33
2015-08-18,871.64
2015-08-19,869.1
2015-08-20,871.05
2015-08-21,869.51
2015-08-24,864.86
2015-08-25,856.58
2015-08-26,850.79
2015-08-27,846.68
2015-08-28,849.97
2015-08-31,840.17
2015-09-01,842.0
2015-09-02,823.98
2015-09-03,830.08
2015-09-04,833.28
2015-09-07,824.05
2015-09-08,833.59
2015-09-09,845.84
2015-09-10,831.84
2015-09-11,846.75
2015-09-14,839.08
2015-09-15,844.71
2015-09-16,843.11
2015-09-17,848.28
2015-09-18,840.2
2015-09-21,839.27
2015-09-22,836.35
2015-09-23,833.1
2015-09-24,830.83
2015-09-25,836.05
2015-09-30,836.27
2015-10-01,833.58
2015-10-02,829.78
2015-10-05,832.61
2015-10-06,830.2
2015-10-07,833.65
2015-10-08,839.0
2015-10-12,848.62
2015-10-13,844.08
2015-10-14,828.5
2015-10-15,840.26
2015-10-16,830.89
2015-10-19,820.2
2015-10-20,815.34
2015-10-21,821.07
2015-10-22,815.89
2015-10-23,820.41
2015-10-26,814.04
2015-10-27,821.66
2015-10-28,813.5
2015-10-29,804.36
2015-10-30,808.92
2015-11-02,811.54
2015-11-03,815.34
2015-11-04,814.18
2015-11-05,806.63
2015-11-06,812.8
2015-11-09,800.61
2015-11-10,813.12
2015-11-11,814.27
2015-11-12,816.62
2015-11-13,823.1
2015-11-16,825.05
2015-11-17,832.21
2015-11-18,831.48
2015-11-19,834.52
2015-11-20,837.12
2015-11-23,836.5
2015-11-24,833.05
2015-11-25,839.37
2015-11-26,830.6
2015-11-27,827.37
2015-11-30,827.31
2015-12-01,836.61
2015-12-02,848.02
2015-12-03,846.17
2015-12-04,856.11
2015-12-07,848.17
2015-12-08,846.86
2015-12-09,849.37
2015-12-10,851.31
2015-12-11,855.63
2015-12-14,847.02
2015-12-15,859.57
2015-12-16,851.81
2015-12-17,848.72
2015-12-18,839.2
2015-12-21,849.68
2015-12-22,846.65
2015-12-23,850.26
2015-12-24,847.55
2015-12-28,852.08
2015-12-29,844.92
2015-12-30,851.49
2015-12-31,853.1
2016-01-04,855.15
2016-01-05,850.62
2016-01-06,850.81
2016-01-07,843.73
2016-01-08,842.07
2016-01-11,829.21
2016-01-12,844.99
2016-01-13,843.71
2016-01-14,838.87
2016-01-15,848.1
2016-01-18,830.87
2016-01-19,833.41
2016-01-20,836.22
2016-01-21,838.73
2016-01-22,847.11
2016-01-25,843.08
2016-01-26,830.05
2016-01-27,840.44
2016-01-28,843.76
2016-01-29,855.73
2016-02-01,852.78
2016-02-02,856.22
2016-02-03,846.08
2016-02-04,871.77
2016-02-05,865.94
2016-02-11,849.12
2016-02-12,852.08
2016-02-15,858.3
2016-02-16,863.99
2016-02-17,865.49
2016-02-18,878.18
2016-02-19,876.56
2016-02-22,881.5
2016-02-23,891.6
2016-02-24,884.87
2016-02-25,887.76
2016-02-26,893.95
2016-02-29,879.6
2016-03-02,890.9
2016-03-03,898.27
2016-03-04,896.2
2016-03-07,896.22
2016-03-08,895.96
2016-03-09,895.4
2016-03-10,907.6
2016-03-11,901.28
2016-03-14,906.68
2016-03-15,891.77
2016-03-16,887.56
2016-03-17,900.07
2016-03-18,897.96
2016-03-21,882.01
2016-03-22,883.47
2016-03-23,883.02
2016-03-24,872.58
2016-03-25,878.71
2016-03-28,877.93
2016-03-29,883.16
2016-03-30,887.89
2016-03-31,884.16
2016-04-01,877.6
2016-04-04,881.21
2016-04-05,872.96
2016-04-06,871.51
2016-04-07,878.66
2016-04-08,867.09
2016-04-11,875.18
2016-04-12,872.65
2016-04-14,876.84
2016-04-15,887.48
2016-04-18,881.78
2016-04-19,892.62
2016-04-20,890.16
2016-04-21,882.91
2016-04-22,878.92
2016-04-25,879.39
2016-04-26,886.99
2016-04-27,890.9
2016-04-28,870.88
2016-04-29,872.22
2016-05-02,866.38
2016-05-03,874.71
2016-05-04,852.43
2016-05-09,850.94
2016-05-10,852.04
2016-05-11,865.18
2016-05-12,859.78
2016-05-13,852.3
2016-05-16,849.39
2016-05-17,859.02
2016-05-18,858.97
2016-05-19,854.44
2016-05-20,860.83
2016-05-23,858.92
2016-05-24,854.61
2016-05-25,855.14
2016-05-26,852.47
2016-05-27,853.15
2016-05-30,847.33
2016-05-31,855.86
2016-06-01,861.68
2016-06-02,864.64
2016-06-03,858.71
2016-06-07,874.21
2016-06-08,867.05
2016-06-09,865.58
2016-06-10,859.4
2016-06-13,857.9
2016-06-14,865.7
2016-06-15,861.96
2016-06-16,871.87
2016-06-17,862.36
2016-06-20,869.49
2016-06-21,866.99
2016-06-22,863.67
2016-06-23,869.14
2016-06-24,873.01
2016-06-27,869.25
2016-06-28,869.37
2016-06-29,869.23
2016-06-30,867.7
2016-07-01,858.51
2016-07-04,856.44
2016-07-05,865.15
2016-07-06,857.95
2016-07-07,875.92
2016-07-08,865.6
2016-07-11,876.99
2016-07-12,865.15
2016-07-13,875.42
2016-07-14,870.85
2016-07-15,870.97
2016-07-18,860.06
2016-07-19,861.37
2016-07-20,855.74
2016-07-21,851.55
2016-07-22,855.04
2016-07-25,847.45
2016-07-26,850.12
2016-07-27,855.68
2016-07-28,849.89
2016-07-29,845.01
2016-08-01,852.74
2016-08-02,836.03
2016-08-03,843.26
2016-08-04,845.58
2016-08-05,850.16
2016-08-08,845.31
2016-08-09,851.66
2016-08-10,849.0
2016-08-11,845.75
2016-08-12,845.65
2016-08-16,845.53
2016-08-17,843.2
2016-08-18,844.2
2016-08-19,849.72
2016-08-22,850.17
2016-08-23,858.6
2016-08-24,851.01
2016-08-25,853.99
2016-08-26,853.52
2016-08-29,841.66
2016-08-30,852.45
2016-08-31,840.44
2016-09-01,840.34
2016-09-02,845.35
2016-09-05,845.91
2016-09-06,840.63
2016-09-07,848.36
2016-09-08,839.03
2016-09-09,836.19
2016-09-12,828.64
2016-09-13,840.11
2016-09-19,834.06
2016-09-20,844.31
2016-09-21,845.95
2016-09-22,852.51
2016-09-23,843.65
2016-09-26,840.3
2016-09-27,845.01
2016-09-28,846.0
2016-09-29,843.14
2016-09-30,837.08
2016-10-04,847.38
2016-10-05,841.81
2016-10-06,847.88
2016-10-07,842.42
2016-10-10,848.21
2016-10-11,844.86
2016-10-12,843.88
2016-10-13,848.93
2016-10-14,855.51
2016-10-17,861.8
2016-10-18,869.54
2016-10-19,868.19
2016-10-20,867.25
2016-10-21,857.56
2016-10-24,862.79
2016-10-25,861.99
2016-10-26,868.97
2016-10-27,865.55
2016-10-28,865.47
2016-10-31,869.21
2016-11-01,870.64
2016-11-02,873.71
2016-11-03,879.33
2016-11-04,876.38
2016-11-07,877.45
2016-11-08,881.6
2016-11-09,882.3
2016-11-10,875.28
2016-11-11,875.8
2016-11-14,879.94
2016-11-15,884.54
2016-11-16,882.44
2016-11-17,873.88
2016-11-18,870.7
2016-11-21,866.98
2016-11-22,872.49
2016-11-23,870.16
2016-11-24,867.25
2016-11-25,876.1
2016-11-28,877.57
2016-11-29,876.38
2016-11-30,875.15
2016-12-01,862.8
2016-12-02,869.48
2016-12-05,869.86
2016-12-06,877.18
2016-12-07,872.68
2016-12-08,875.47
2016-12-09,863.88
2016-12-12,868.12
2016-12-13,877.12
2016-12-14,873.43
2016-12-15,864.19
2016-12-16,868.91
2016-12-19,862.4
2016-12-20,860.32
2016-12-21,865.94
2016-12-22,863.35
2016-12-23,864.48
2016-12-26,862.96
2016-12-27,861.65
2016-12-28,866.37
2016-12-29,867.24
2016-12-30,872.05
2017-01-02,870.6
2017-01-03,868.89
2017-01-04,871.96
2017-01-05,878.36
2017-01-06,874.81
2017-01-09,867.81
2017-01-10,887.25
2017-01-11,882.84
2017-01-12,890.9
2017-01-13,885.03
2017-01-16,882.92
2017-01-17,882.36
2017-01-18,893.11
2017-01-19,876.24
2017-01-20,889.59
2017-01-23,886.23
2017-01-24,886.34
2017-01-25,882.65
2017-01-26,883.1
2017-01-31,875.07
2017-02-01,883.33
2017-02-02,876.1
2017-02-03,880.34
2017-02-06,879.77
2017-02-07,870.34
2017-02-08,870.74
2017-02-09,875.2
2017-02-10,873.6
2017-02-13,883.18
2017-02-14,880.57
2017-02-15,878.17
2017-02-16,880.63
2017-02-17,876.61
2017-02-20,878.9
2017-02-21,882.33
2017-02-22,880.17
2017-02-23,878.15
2017-02-24,878.58
2017-02-27,867.99
2017-02-28,869.11
2017-03-02,868.36
2017-03-03,864.61
2017-03-06,874.9
2017-03-07,876.61
2017-03-08,873.53
2017-03-09,863.05
2017-03-10,867.25
2017-03-13,873.17
2017-03-14,868.46
2017-03-15,867.47
2017-03-16,882.65
2017-03-17,868.3
2017-03-20,871.91
2017-03-21,869.29
2017-03-22,858.13
2017-03-23,862.07
2017-03-24,854.39
2017-03-27,856.79
2017-03-28,849.24
2017-03-29,848.95
2017-03-30,853.88
2017-03-31,853.37
2017-04-03,854.64
2017-04-04,846.88
2017-04-05,846.5
2017-04-06,851.26
2017-04-07,852.83
2017-04-10,851.35
2017-04-11,857.17
2017-04-12,859.64
2017-04-13,862.22
2017-04-14,856.74
2017-04-17,863.21
2017-04-18,862.26
2017-04-19,859.68
2017-04-20,854.17
2017-04-21,858.33
2017-04-24,858.87
2017-04-25,856.47
2017-04-26,852.11
2017-04-27,841.57
2017-04-28,844.02
2017-05-02,853.17
2017-05-04,839.66
2017-05-08,839.45
2017-05-10,831.69
2017-05-11,834.14
2017-05-12,833.44
2017-05-15,832.48
2017-05-16,835.05
2017-05-17,830.28
2017-05-18,831.03
2017-05-19,834.34
2017-05-22,840.55
2017-05-23,834.81
2017-05-24,838.21
2017-05-25,844.78
2017-05-26,833.19
2017-05-29,833.13
2017-05-30,833.19
2017-05-31,838.32
2017-06-01,832.77
2017-06-02,827.14
2017-06-05,833.67
2017-06-07,840.25
2017-06-08,846.72
2017-06-09,847.18
2017-06-12,844.73
2017-06-13,849.51
2017-06-14,850.91
2017-06-15,854.39
2017-06-16,851.64
2017-06-19,863.74
2017-06-20,859.13
2017-06-21,861.56
2017-06-22,862.02
2017-06-23,860.28
2017-06-26,862.71
2017-06-27,860.71
2017-06-28,862.3
2017-06-29,872.09
2017-06-30,875.55
2017-07-03,879.96
2017-07-04,877.53
2017-07-05,874.56
2017-07-06,874.1
2017-07-07,874.47
2017-07-10,878.58
2017-07-11,874.67
2017-07-12,878.5
2017-07-13,879.53
2017-07-14,879.63
2017-07-17,889.03
2017-07-18,879.21
2017-07-19,891.3
2017-07-20,892.67
2017-07-21,894.35
2017-07-24,887.6
2017-07-25,884.45
2017-07-26,885.85
2017-07-27,895.68
2017-07-28,886.77
2017-07-31,893.66
2017-08-01,897.46
2017-08-02,890.54
2017-08-03,894.24
2017-08-04,897.29
2017-08-07,892.72
2017-08-08,891.41
2017-08-09,890.59
2017-08-10,895.05
2017-08-11,897.42
2017-08-14,904.32
2017-08-16,890.13
2017-08-17,903.13
2017-08-18,896.28
2017-08-21,905.04
2017-08-22,903.41
2017-08-23,898.71
2017-08-24,894.43
2017-08-25,890.45
2017-08-28,896.92
2017-08-29,886.91
2017-08-30,895.78
2017-08-31,887.74
2017-09-01,894.05
2017-09-04,894.57
2017-09-05,899.2
2017-09-06,905.72
2017-09-07,907.64
2017-09-08,909.55
2017-09-11,907.41
2017-09-12,906.99
2017-09-13,905.76
2017-09-14,900.37
2017-09-15,905.6
2017-09-18,906.91
2017-09-19,898.49
2017-09-20,904.9
2017-09-21,906.22
2017-09-22,897.97
2017-09-25,903.76
2017-09-26,897.21
2017-09-27,895.86
2017-09-28,894.88
2017-09-29,900.04
2017-10-10,888.49
2017-10-11,885.63
2017-10-12,885.0
2017-10-13,886.84
2017-10-16,891.18
2017-10-17,884.25
2017-10-18,887.81
2017-10-19,887.14
2017-10-20,892.03
2017-10-23,884.47
2017-10-24,884.01
2017-10-25,877.7
2017-10-26,869.19
2017-10-27,861.01
2017-10-30,866.77
2017-10-31,864.9
2017-11-01,858.17
2017-11-02,857.26
2017-11-03,858.24
2017-11-06,851.44
2017-11-07,858.3
2017-11-08,850.71
2017-11-09,855.67
2017-11-10,855.5
2017-11-13,854.43
2017-11-14,853.58
2017-11-15,853.53
2017-11-16,845.38
2017-11-17,837.57
2017-11-20,828.6
2017-11-21,829.45
2017-11-22,831.64
2017-11-23,831.19
2017-11-24,829.81
2017-11-27,825.96
2017-11-28,826.96
2017-11-29,827.22
2017-11-30,819.27
2017-12-01,820.23
2017-12-04,825.71
2017-12-05,827.22
2017-12-06,824.18
2017-12-07,825.8
2017-12-08,821.05
2017-12-11,821.14
2017-12-12,822.52
2017-12-13,823.73
2017-12-14,833.34
2017-12-15,832.41
2017-12-18,833.1
2017-12-19,835.12
2017-12-20,832.54
2017-12-21,830.15
2017-12-22,832.39
2017-12-26,832.98
2017-12-27,832.06
2017-12-28,835.43
2017-12-29,835.16
2018-01-02,836.28
2018-01-03,833.24
2018-01-04,834.26
2018-01-05,837.91
2018-01-08,835.55
2018-01-09,835.22
2018-01-10,834.74
2018-01-11,839.86
2018-01-12,844.96
2018-01-15,842.66
2018-01-16,845.27
2018-01-17,847.0
2018-01-18,848.7
2018-01-19,856.59
2018-01-22,853.73
2018-01-23,856.67
2018-01-24,855.23
2018-01-25,862.1
2018-01-26,850.53
2018-01-29,863.07
2018-01-30,861.9
2018-01-31,866.41
2018-02-01,863.33
2018-02-02,860.84
2018-02-05,850.59
2018-02-06,858.65
2018-02-07,864.83
2018-02-08,846.76
2018-02-09,846.04
2018-02-12,854.0
2018-02-13,851.71
2018-02-14,850.65
2018-02-19,854.47
2018-02-20,845.11
2018-02-21,843.29
2018-02-22,838.68
2018-02-23,849.37
2018-02-26,846.03
2018-02-27,842.75
2018-02-28,834.58
2018-03-02,839.39
2018-03-05,839.14
2018-03-06,839.17
2018-03-07,838.49
2018-03-08,835.56
2018-03-09,832.12
2018-03-12,840.44
2018-03-13,837.5
2018-03-14,837.35
2018-03-15,839.48
2018-03-16,830.31
2018-03-19,825.09
2018-03-20,826.06
2018-03-21,823.28
2018-03-22,832.21
2018-03-23,822.91
2018-03-26,833.13
2018-03-27,837.55
2018-03-28,823.5
2018-03-29,818.73
2018-03-30,819.23
2018-04-02,818.15
2018-04-03,810.56
2018-04-04,812.87
2018-04-05,816.52
2018-04-06,812.21
2018-04-09,818.63
2018-04-10,821.6
2018-04-11,829.34
2018-04-12,827.69
2018-04-13,828.78
2018-04-16,831.6
2018-04-17,834.93
2018-04-18,829.99
2018-04-19,830.75
2018-04-20,821.87
2018-04-23,818.46
2018-04-24,812.79
2018-04-25,818.77
2018-04-26,816.52
2018-04-27,815.77
2018-04-30,815.06
2018-05-02,799.02
2018-05-03,805.15
2018-05-04,810.55
2018-05-08,809.03
2018-05-09,803.1
2018-05-10,807.14
2018-05-11,809.97
2018-05-14,806.53
2018-05-15,802.67
2018-05-16,801.29
2018-05-17,811.51
2018-05-18,810.88
2018-05-21,812.65
2018-05-23,821.52
2018-05-24,816.27
2018-05-25,817.93
2018-05-28,815.34
2018-05-29,809.89
2018-05-30,807.45
2018-05-31,818.92
2018-06-01,814.57
2018-06-04,814.26
2018-06-05,819.35
2018-06-07,820.12
2018-06-08,814.11
2018-06-11,815.26
2018-06-12,816.99
2018-06-14,814.66
2018-06-15,809.06
2018-06-18,812.0
2018-06-19,819.85
2018-06-20,816.25
2018-06-21,816.98
2018-06-22,818.33
2018-06-25,824.97
2018-06-26,827.53
2018-06-27,824.3
2018-06-28,820.87
2018-06-29,824.45
2018-07-02,827.01
2018-07-03,820.12
2018-07-04,827.88
2018-07-05,823.37
2018-07-06,826.16
2018-07-09,830.8
2018-07-10,830.33
2018-07-11,827.72
2018-07-12,825.47
2018-07-13,834.8
2018-07-16,833.68
2018-07-17,837.1
2018-07-18,830.45
2018-07-19,835.22
2018-07-20,831.94
2018-07-23,843.72
2018-07-24,832.83
2018-07-25,843.06
2018-07-26,840.21
2018-07-27,826.04
2018-07-30,829.02
2018-07-31,827.31
2018-08-01,829.09
2018-08-02,828.95
2018-08-03,826.57
2018-08-06,834.46
2018-08-07,829.99
2018-08-08,835.49
2018-08-09,831.44
2018-08-10,823.61
2018-08-13,821.58
2018-08-14,824.37
2018-08-16,819.3
2018-08-17,821.0
2018-08-20,822.87
2018-08-21,823.94
2018-08-22,822.94
2018-08-23,822.08
2018-08-24,812.3
2018-08-27,822.62
2018-08-28,818.73
2018-08-29,814.57
2018-08-30,810.31
2018-08-31,805.38
2018-09-03,800.24
2018-09-04,802.89
2018-09-05,800.16
2018-09-06,803.72
2018-09-07,807.1
2018-09-10,798.41
2018-09-11,802.36
2018-09-12,802.45
2018-09-13,808.44
2018-09-14,805.97
2018-09-17,800.51
2018-09-18,806.02
2018-09-19,814.09
2018-09-20,815.52
2018-09-21,816.46
2018-09-27,810.71
2018-09-28,801.42
2018-10-01,802.62
2018-10-02,802.51
2018-10-04,793.03
2018-10-05,798.55
2018-10-08,797.48
2018-10-10,804.24
2018-10-11,800.28
2018-10-12,814.09
2018-10-15,805.72
2018-10-16,808.74
2018-10-17,805.52
2018-10-18,799.59
2018-10-19,803.86
2018-10-22,806.88
2018-10-23,800.56
2018-10-24,804.6
2018-10-25,799.96
2018-10-26,806.11
2018-10-29,809.77
2018-10-30,803.74
2018-10-31,810.17
2018-11-01,806.9
2018-11-02,820.22
2018-11-05,809.97
2018-11-06,809.75
2018-11-07,812.3
2018-11-08,815.23
2018-11-09,812.29
2018-11-12,812.76
2018-11-13,812.49
2018-11-14,820.71
2018-11-15,819.29
2018-11-16,822.46
2018-11-19,825.98
2018-11-20,822.33
2018-11-21,813.21
2018-11-22,821.49
2018-11-23,818.64
2018-11-26,818.09
2018-11-27,815.67
2018-11-28,816.49
2018-11-29,824.83
2018-11-30,820.82
2018-12-03,824.2
2018-12-04,819.24
2018-12-05,814.54
2018-12-06,809.25
2018-12-07,808.45
2018-12-10,804.04
2018-12-11,808.88
2018-12-12,814.52
2018-12-13,813.79
2018-12-14,811.92
2018-12-17,810.37
2018-12-18,812.26
2018-12-19,812.0
2018-12-20,800.34
2018-12-21,803.66
2018-12-24,791.34
2018-12-26,792.48
2018-12-27,795.63
2018-12-28,788.33
2018-12-31,787.81
2019-01-02,787.98
2019-01-03,768.47
2019-01-04,790.43
2019-01-07,801.71
2019-01-08,798.87
2019-01-09,801.29
2019-01-10,804.36
2019-01-11,803.87
2019-01-14,805.29
2019-01-15,807.13
2019-01-16,806.75
2019-01-17,804.42
2019-01-18,806.01
2019-01-21,803.02
2019-01-22,806.41
2019-01-23,805.1
2019-01-24,806.04
2019-01-25,798.79
2019-01-28,807.88
2019-01-29,799.76
2019-01-30,799.94
2019-01-31,809.47
2019-02-01,808.19
2019-02-07,794.1
2019-02-08,797.45
2019-02-11,797.33
2019-02-12,793.84
2019-02-13,798.3
2019-02-14,794.89
2019-02-15,799.03
2019-02-18,805.07
2019-02-19,801.63
2019-02-20,807.68
2019-02-21,804.17
2019-02-22,798.21
2019-02-25,804.48
2019-02-26,803.45
2019-02-27,804.45
2019-02-28,798.72
2019-03-04,795.69
2019-03-05,797.63
2019-03-06,797.35
2019-03-07,792.56
2019-03-08,791.78
2019-03-11,798.62
2019-03-12,802.77
2019-03-13,798.78
2019-03-14,802.86
2019-03-15,800.25
2019-03-18,804.53
2019-03-19,804.93
2019-03-20,801.75
2019-03-21,805.64
2019-03-22,800.44
2019-03-25,799.67
2019-03-26,806.91
2019-03-27,808.04
2019-03-28,803.88
2019-03-29,805.16
2019-04-01,807.37
2019-04-02,805.35
2019-04-03,802.1
2019-04-04,808.11
2019-04-05,807.45
2019-04-08,807.47
2019-04-09,813.08
2019-04-10,814.3
2019-04-11,817.96
2019-04-12,811.51
2019-04-15,817.91
2019-04-16,813.18
2019-04-17,813.73
2019-04-18,815.04
2019-04-19,812.33
2019-04-22,813.08
2019-04-23,814.25
2019-04-24,810.12
2019-04-25,804.15
2019-04-26,813.29
2019-04-29,816.78
2019-04-30,817.34
2019-05-02,816.64
2019-05-03,814.56
2019-05-07,817.59
2019-05-08,820.32
2019-05-09,818.17
2019-05-10,821.3
2019-05-13,823.37
2019-05-14,821.54
2019-05-15,823.84
2019-05-16,824.19
2019-05-17,819.89
2019-05-20,822.37
2019-05-21,824.11
2019-05-22,821.59
2019-05-23,822.06
2019-05-24,821.75
2019-05-27,824.87
2019-05-28,819.34
2019-05-29,822.0
2019-05-30,825.51
2019-05-31,822.59
2019-06-03,825.56
2019-06-04,825.2
2019-06-05,825.81
2019-06-07,823.26
2019-06-10,824.94
2019-06-11,824.06
2019-06-12,822.4
2019-06-13,819.1
2019-06-14,819.34
2019-06-17,814.18
2019-06-18,813.27
2019-06-19,814.87
2019-06-20,810.66
2019-06-21,807.81
2019-06-24,805.67
2019-06-25,806.77
2019-06-26,803.67
2019-06-27,809.18
2019-06-28,810.28
2019-07-01,812.72
2019-07-02,804.91
2019-07-03,814.54
2019-07-04,823.32
2019-07-05,821.36
2019-07-08,817.35
2019-07-09,821.59
2019-07-10,817.61
2019-07-11,822.67
2019-07-12,818.67
2019-07-15,826.41
2019-07-16,830.45
2019-07-17,826.42
2019-07-18,827.52
2019-07-19,833.14
2019-07-22,826.37
2019-07-23,828.38
2019-07-24,824.29
2019-07-25,821.85
2019-07-26,820.02
2019-07-29,818.34
2019-07-30,816.72
2019-07-31,812.57
2019-08-01,809.31
2019-08-02,808.54
2019-08-05,811.81
2019-08-06,820.03
2019-08-07,821.05
2019-08-08,822.1
2019-08-09,823.2
2019-08-12,820.72
2019-08-13,820.96
2019-08-14,828.24
2019-08-16,820.74
2019-08-19,823.35
2019-08-20,819.16
2019-08-21,819.97
2019-08-22,817.22
2019-08-23,814.23
2019-08-26,812.42
2019-08-27,825.21
2019-08-28,819.21
2019-08-29,817.47
2019-08-30,817.71
2019-09-02,814.18
2019-09-03,813.18
2019-09-04,821.66
2019-09-05,822.17
2019-09-06,817.35
2019-09-09,819.28
2019-09-10,818.64
2019-09-11,817.64
2019-09-16,819.62
2019-09-17,812.93
2019-09-18,815.53
2019-09-19,812.69
2019-09-20,812.19
2019-09-23,806.43
2019-09-24,808.38
2019-09-25,812.22
2019-09-26,809.21
2019-09-27,809.39
2019-09-30,812.5
2019-10-01,809.4
2019-10-02,803.33
2019-10-04,811.59
2019-10-07,809.59
2019-10-08,805.54
2019-10-10,802.06
2019-10-11,808.74
2019-10-14,807.95
2019-10-15,802.13
2019-10-16,799.09
2019-10-17,801.7
2019-10-18,809.97
2019-10-21,808.58
2019-10-22,806.91
2019-10-23,803.35
2019-10-24,804.28
2019-10-25,798.21
2019-10-28,801.04
2019-10-29,799.66
2019-10-30,800.04
2019-10-31,806.14
2019-11-01,800.47
2019-11-04,806.81
2019-11-05,798.41
2019-11-06,799.71
2019-11-07,796.59
2019-11-08,800.18
2019-11-11,792.85
2019-11-12,795.43
2019-11-13,796.01
2019-11-14,798.46
2019-11-15,794.17
2019-11-18,794.78
2019-11-19,792.62
2019-11-20,797.28
2019-11-21,795.43
2019-11-22,798.55
2019-11-25,799.61
2019-11-26,797.05
2019-11-27,796.83
2019-11-28,795.27
2019-11-29,798.27
2019-12-02,798.77
2019-12-03,804.62
