,NZD
2018-11-28,767.41
2018-11-29,775.22
2018-11-30,769.67
2018-12-03,773.29
2018-12-04,771.57
2018-12-05,769.2
2018-12-06,767.72
2018-12-07,769.27
2018-12-10,766.19
2018-12-11,772.73
2018-12-12,777.14
2018-12-13,772.86
2018-12-14,770.84
2018-12-17,767.74
2018-12-18,769.88
2018-12-19,774.32
2018-12-20,762.48
2018-12-21,765.34
2018-12-24,754.53
2018-12-26,756.58
2018-12-27,757.64
2018-12-28,751.16
2018-12-31,750.64
2019-01-02,751.7
2019-01-03,740.27
2019-01-04,754.18
2019-01-07,758.33
2019-01-08,755.04
2019-01-09,754.79
2019-01-10,761.4
2019-01-11,758.84
2019-01-14,762.76
2019-01-15,765.19
2019-01-16,763.46
2019-01-17,760.49
2019-01-18,757.39
2019-01-21,755.64
2019-01-22,758.19
2019-01-23,763.22
2019-01-24,766.05
2019-01-25,762.42
2019-01-28,769.01
2019-01-29,762.62
2019-01-30,763.94
2019-01-31,770.2
2019-02-01,768.62
2019-02-07,756.13
2019-02-08,757.51
2019-02-11,759.21
2019-02-12,756.73
2019-02-13,758.09
2019-02-14,762.87
2019-02-15,768.83
2019-02-18,773.43
2019-02-19,770.36
2019-02-20,775.61
2019-02-21,769.82
2019-02-22,765.27
2019-02-25,771.95
2019-02-26,771.67
2019-02-27,770.96
2019-02-28,765.47
2019-03-04,764.44
2019-03-05,767.7
2019-03-06,765.09
2019-03-07,763.35
2019-03-08,762.73
2019-03-11,771.63
2019-03-12,775.77
2019-03-13,774.18
2019-03-14,776.66
2019-03-15,773.92
2019-03-18,777.43
2019-03-19,776.02
2019-03-20,775.01
2019-03-21,781.56
2019-03-22,775.06
2019-03-25,776.57
2019-03-26,784.1
2019-03-27,782.17
2019-03-28,771.71
2019-03-29,770.97
2019-04-01,774.37
2019-04-02,768.99
2019-04-03,766.89
2019-04-04,770.26
2019-04-05,767.26
2019-04-08,765.14
2019-04-09,769.3
2019-04-10,770.93
2019-04-11,772.14
2019-04-12,766.23
2019-04-15,772.0
2019-04-16,767.03
2019-04-17,760.92
2019-04-18,764.03
2019-04-19,759.78
2019-04-22,760.44
2019-04-23,762.28
2019-04-24,759.4
2019-04-25,756.04
2019-04-26,768.57
2019-04-29,772.59
2019-04-30,772.52
2019-05-02,771.25
2019-05-03,770.33
2019-05-07,772.91
2019-05-08,771.72
2019-05-09,770.5
2019-05-10,774.15
2019-05-13,776.96
2019-05-14,776.94
2019-05-15,780.27
2019-05-16,780.72
2019-05-17,777.59
2019-05-20,778.24
2019-05-21,779.68
2019-05-22,776.6
2019-05-23,776.13
2019-05-24,776.9
2019-05-27,780.14
2019-05-28,775.23
2019-05-29,777.11
2019-05-30,777.3
2019-05-31,774.57
2019-06-03,778.15
2019-06-04,780.37
2019-06-05,780.74
2019-06-07,781.38
2019-06-10,784.96
2019-06-11,782.62
2019-06-12,777.91
2019-06-13,777.2
2019-06-14,777.28
2019-06-17,769.24
2019-06-18,770.92
2019-06-19,774.04
2019-06-20,771.76
2019-06-21,768.7
2019-06-24,765.7
2019-06-25,766.88
2019-06-26,766.2
2019-06-27,773.56
2019-06-28,775.11
2019-07-01,777.51
2019-07-02,771.35
2019-07-03,777.5
2019-07-04,785.4
2019-07-05,782.55
2019-07-08,775.98
2019-07-09,780.7
2019-07-10,779.21
2019-07-11,785.51
2019-07-12,782.34
2019-07-15,787.73
2019-07-16,792.66
2019-07-17,789.54
2019-07-18,794.76
2019-07-19,798.99
2019-07-22,792.98
2019-07-23,795.82
2019-07-24,789.47
2019-07-25,789.28
2019-07-26,785.75
2019-07-29,785.89
2019-07-30,784.89
2019-07-31,781.95
2019-08-01,775.09
2019-08-02,778.65
2019-08-05,779.73
2019-08-06,796.15
2019-08-07,792.63
2019-08-08,784.38
2019-08-09,785.53
2019-08-12,782.19
2019-08-13,783.33
2019-08-14,787.23
2019-08-16,780.15
2019-08-19,779.91
2019-08-20,776.06
2019-08-21,775.74
2019-08-22,771.22
2019-08-23,767.41
2019-08-26,770.6
2019-08-27,778.37
2019-08-28,771.83
2019-08-29,769.12
2019-08-30,767.03
2019-09-02,762.47
2019-09-03,764.1
2019-09-04,769.59
2019-09-05,768.76
2019-09-06,764.51
2019-09-09,769.13
2019-09-10,766.59
2019-09-11,765.44
2019-09-16,760.53
2019-09-17,751.37
2019-09-18,755.88
2019-09-19,752.52
2019-09-20,752.91
2019-09-23,746.11
2019-09-24,750.94
2019-09-25,755.03
2019-09-26,751.69
2019-09-27,754.83
2019-09-30,755.86
2019-10-01,750.58
2019-10-02,747.86
2019-10-04,758.09
2019-10-07,756.03
2019-10-08,752.36
2019-10-10,750.63
2019-10-11,756.29
2019-10-14,753.06
2019-10-15,745.91
2019-10-16,745.21
2019-10-17,746.27
2019-10-18,753.37
2019-10-21,754.04
2019-10-22,753.08
2019-10-23,750.52
2019-10-24,753.81
2019-10-25,747.33
2019-10-28,745.97
2019-10-29,742.52
2019-10-30,741.08
2019-10-31,748.94
2019-11-01,745.11
2019-11-04,751.0
2019-11-05,742.31
2019-11-06,740.26
2019-11-07,737.1
2019-11-08,738.84
2019-11-11,731.93
2019-11-12,738.94
2019-11-13,736.79
2019-11-14,749.07
2019-11-15,746.54
2019-11-18,746.55
2019-11-19,744.87
2019-11-20,751.29
2019-11-21,750.68
2019-11-22,753.02
2019-11-25,754.97
2019-11-26,754.77
2019-11-27,754.85
2019-11-28,753.99
2019-11-29,757.05
2019-12-02,759.11
2019-12-03,767.02
2019-12-04,773.17
2019-12-05,780.62
2019-12-06,778.63
2019-12-09,780.86
2019-12-10,778.4
2019-12-11,779.69
2019-12-12,785.49
2019-12-13,787.33
2019-12-16,772.03
2019-12-17,773.53
2019-12-18,766.52
2019-12-19,767.0
2019-12-20,769.39
2019-12-23,767.32
2019-12-24,767.32
2019-12-26,772.7
2019-12-27,774.17
2019-12-30,777.69
2019-12-31,779.08
2020-01-02,779.89
2020-01-03,774.78
2020-01-06,773.89
2020-01-07,780.01
2020-01-08,773.53
2020-01-09,780.6
2020-01-10,766.93
2020-01-13,770.45
2020-01-14,766.11
2020-01-15,762.66
2020-01-16,766.66
