date,AED,AUD,BHD,BND,CAD,CHF,CNH,DKK,EUR,GBP,HKD,IDR(100),JPY(100),KWD,MYR,NOK,NZD,SAR,SEK,SGD,THB,USD
2010-01-04,317.89,1050.37,3097.08,,1110.15,1128.17,,224.87,1673.46,1883.46,150.58,12.39,1256.5,4074.68,341.0,201.81,846.8,311.3,163.53,831.86,831.86,1161.0
2010-01-05,314.76,1054.51,3066.76,,1109.76,1122.31,,223.88,1665.97,1860.44,149.08,12.37,1250.96,4031.1,340.31,202.4,848.54,308.26,163.85,826.71,826.71,1147.3
2010-01-06,311.54,1043.72,3035.36,,1101.19,1106.67,,220.92,1643.96,1829.39,147.53,12.28,1248.35,3987.8,337.58,200.11,839.74,305.13,161.08,819.0,819.0,1141.4
2010-01-07,309.88,1046.4,3019.02,,1102.69,1107.41,,220.34,1639.52,1822.54,146.79,12.31,1232.35,3967.24,337.49,200.9,839.42,303.5,160.89,815.97,815.97,1132.0
2010-01-08,308.5,1039.54,3005.92,,1095.51,1095.46,,217.91,1621.38,1804.73,146.11,12.26,1211.91,3953.94,335.69,198.36,829.5,302.17,158.94,810.64,810.64,1134.1
2010-01-11,308.45,1051.73,3005.04,,1099.37,1106.62,,219.52,1633.47,1820.29,146.07,12.29,1223.96,3949.86,335.43,200.05,837.33,302.09,159.99,813.72,813.72,1121.3
2010-01-12,304.87,1040.8,2970.21,,1083.4,1102.44,,218.47,1625.56,1804.61,144.39,12.23,1216.58,3911.28,336.02,199.63,830.39,298.59,159.12,806.95,806.95,1123.3
2010-01-13,306.09,1035.44,2982.04,,1081.9,1103.78,,218.92,1628.85,1817.1,144.96,12.25,1234.23,3925.96,336.16,198.39,831.06,299.77,159.27,808.4,808.4,1127.0
2010-01-14,306.67,1040.57,2987.8,,1092.96,1106.1,,219.64,1634.41,1833.78,145.23,12.28,1232.05,3934.33,337.12,199.41,833.09,300.35,160.33,810.94,810.94,1123.1
2010-01-15,305.49,1044.96,2976.39,,1096.28,1101.5,,218.68,1627.16,1833.85,144.65,12.24,1230.24,3922.19,336.01,199.23,832.93,299.22,160.1,808.78,808.78,1122.2
2010-01-18,305.79,1034.58,2979.31,,1090.75,1093.14,,216.69,1612.58,1827.73,144.74,12.22,1236.8,3926.59,336.34,197.43,825.61,299.58,158.85,807.19,807.19,1128.4
2010-01-19,306.8,1043.96,2989.05,,1098.66,1100.92,,218.18,1623.75,1843.16,145.16,12.22,1243.13,3936.22,337.24,199.62,833.34,300.5,160.72,811.27,811.27,1123.4
2010-01-20,306.1,1036.38,2982.23,,1090.07,1088.38,,215.73,1605.39,1839.64,144.82,12.18,1234.21,3921.52,335.99,197.57,824.11,299.79,159.17,808.47,808.47,1128.0
2010-01-21,308.25,1031.41,3003.53,,1082.66,1084.37,,214.62,1597.34,1845.03,145.76,12.18,1240.88,3944.06,336.54,195.89,817.63,301.93,157.17,808.58,808.58,1137.9
2010-01-22,309.96,1025.73,3019.89,,1082.33,1090.99,,215.28,1602.27,1842.15,146.51,12.26,1261.78,3966.9,337.86,195.38,809.99,303.6,157.08,810.55,810.55,1148.7
2010-01-25,313.59,1038.37,3050.66,,1088.75,1105.07,,218.68,1628.14,1853.44,147.97,12.35,1277.6,4005.92,338.46,198.51,819.79,307.33,159.35,819.04,819.04,1148.7
2010-01-26,312.84,1039.02,3048.01,,1086.98,1105.06,,218.39,1625.8,1866.89,147.92,12.33,1272.75,4001.04,337.85,197.65,820.51,306.41,158.73,821.11,821.11,1143.3
2010-01-27,313.42,1035.1,3053.66,,1083.13,1099.94,,217.55,1619.91,1857.58,148.06,12.27,1284.75,4012.97,336.88,196.77,813.9,306.97,158.22,820.18,820.18,1160.5
2010-01-28,315.81,1039.98,3075.33,,1090.12,1104.93,,218.51,1626.81,1875.1,149.09,12.33,1289.08,4038.31,338.34,198.15,818.77,309.34,159.0,825.4,825.4,1161.0
2010-01-29,314.84,1032.35,3067.72,,1084.13,1098.6,,216.88,1614.59,1864.91,148.87,12.4,1287.0,4026.81,338.78,196.12,813.31,308.38,157.25,823.28,823.28,1159.1
2010-02-01,315.24,1022.66,3071.27,,1082.81,1090.87,,215.64,1605.43,1845.46,149.11,12.38,1284.13,4026.08,339.09,195.61,813.25,308.75,156.67,821.47,821.47,1160.5
2010-02-02,317.94,1041.91,3097.53,,1100.92,1105.61,,218.52,1626.98,1864.22,150.33,12.44,1287.26,4060.92,340.86,199.32,828.79,311.39,160.9,828.29,828.29,1158.0
2010-02-03,315.84,1028.02,3077.11,,1096.87,1099.57,,217.62,1620.2,1853.43,149.38,12.39,1283.3,4029.38,338.96,198.76,826.57,309.34,160.52,823.79,823.79,1151.6
2010-02-04,313.69,1014.63,3056.15,,1084.63,1088.32,,215.01,1600.58,1833.73,148.35,12.4,1267.2,4004.73,338.93,196.16,804.01,307.25,158.55,815.43,815.43,1153.3
2010-02-05,313.99,1000.72,3059.15,,1075.29,1081.18,,212.72,1583.54,1818.24,148.42,12.37,1291.85,3995.91,336.88,193.26,793.53,307.54,155.17,811.21,811.21,1171.5
2010-02-08,318.8,1016.37,3106.1,,1094.39,1089.2,,214.88,1599.94,1827.17,150.7,12.48,1312.49,4058.22,340.01,195.49,806.94,312.29,157.22,825.4,825.4,1172.0
2010-02-09,319.24,1012.36,3110.26,,1089.98,1093.03,,215.1,1601.24,1828.44,150.9,12.48,1313.91,4066.16,340.35,195.96,801.12,312.67,157.57,823.63,823.63,1168.5
2010-02-10,317.62,1024.68,3094.35,,1093.04,1096.33,,216.11,1609.09,1832.26,150.14,12.44,1299.4,4050.69,340.69,197.74,811.84,311.07,159.44,823.55,823.55,1156.3
2010-02-11,315.24,1013.74,3071.19,,1089.89,1085.5,,213.72,1591.19,1806.09,149.03,12.37,1287.13,4017.14,337.38,195.93,803.06,308.8,158.65,816.57,816.57,1157.1
2010-02-12,315.04,1030.22,3069.23,,1102.0,1080.69,,212.76,1584.01,1815.84,148.93,12.35,1289.46,4013.53,338.23,196.5,807.31,308.56,159.95,819.21,819.21,1156.5
2010-02-16,314.43,1026.48,3063.23,,1100.53,1071.63,,210.97,1570.32,1808.69,148.59,12.35,1282.72,4003.12,337.16,195.09,804.73,307.97,159.37,817.63,817.63,1153.6
2010-02-17,314.31,1039.11,3058.09,,1104.15,1081.06,,213.18,1586.74,1819.8,148.38,12.38,1277.38,4001.74,337.5,197.01,814.41,307.42,160.4,821.04,821.04,1143.5
2010-02-18,311.11,1026.72,3031.11,,1092.19,1059.53,,208.84,1554.47,1792.21,147.12,12.33,1252.96,3959.6,337.3,194.15,802.63,304.74,158.41,812.04,812.04,1145.5
2010-02-19,312.41,1022.37,3043.93,,1091.35,1055.75,,207.8,1546.66,1774.95,147.75,12.35,1246.47,3955.67,337.33,191.3,799.0,306.0,157.72,811.64,811.64,1156.1
2010-02-22,315.2,1041.27,3071.09,,1113.97,1075.07,,211.63,1575.07,1787.01,149.07,12.4,1262.94,3998.62,340.18,194.69,810.11,308.77,160.31,820.32,820.32,1151.9
2010-02-23,312.9,1034.43,3048.54,,1102.39,1068.17,,210.02,1563.22,1779.35,148.06,12.37,1259.85,3968.58,337.91,194.55,806.12,306.48,159.77,815.31,815.31,1148.0
2010-02-24,312.68,1024.4,3046.5,,1088.01,1060.28,,208.58,1552.37,1773.17,147.96,12.36,1272.93,3963.08,337.17,193.04,796.14,306.25,158.08,814.89,814.89,1157.4
2010-02-25,314.75,1032.69,3066.66,,1097.34,1069.62,,210.33,1565.76,1781.67,148.89,12.42,1282.06,4000.35,340.05,195.02,801.52,308.27,160.3,819.99,819.99,1156.5
2010-02-26,315.38,1028.72,3072.76,,1092.42,1072.39,,210.85,1569.23,1768.3,149.2,12.41,1299.31,4014.97,340.43,195.06,800.74,308.89,161.16,822.32,822.32,1159.8
2010-03-02,315.87,1045.46,3077.54,,1114.29,1075.55,,211.48,1574.04,1739.6,149.44,12.53,1301.18,4017.45,342.72,195.35,811.79,309.38,161.7,825.68,825.68,1153.4
2010-03-03,313.83,1041.98,3057.56,,1112.75,1072.08,,210.82,1569.06,1725.13,148.49,12.41,1298.38,3994.66,341.21,194.3,802.28,307.38,160.58,821.71,821.71,1146.3
2010-03-04,312.17,1038.3,3041.46,,1111.69,1073.9,,211.15,1571.53,1732.11,147.71,12.36,1295.67,3964.73,340.62,195.04,796.2,305.76,160.56,819.53,819.53,1143.8
2010-03-05,311.42,1028.39,3033.95,,1109.62,1061.58,,208.64,1552.77,1719.13,147.34,12.35,1283.08,3966.02,340.54,192.88,784.07,305.01,159.73,816.5,816.5,1142.3
2010-03-08,310.9,1039.3,3028.91,,1111.77,1064.76,,209.37,1558.12,1731.92,147.1,12.36,1262.05,3956.69,339.8,193.76,799.44,304.51,160.73,815.76,815.76,1134.2
2010-03-09,308.65,1029.57,3007.08,,1102.66,1055.49,,207.53,1544.38,1705.54,146.11,12.36,1255.97,3931.0,339.97,192.19,793.36,302.31,159.37,810.05,810.05,1134.0
2010-03-10,308.88,1038.75,3009.36,,1105.43,1055.64,,207.44,1543.54,1702.6,146.21,12.34,1261.54,3932.14,339.52,192.17,797.89,302.53,158.97,811.08,811.08,1133.9
2010-03-11,308.41,1037.1,3004.59,,1105.45,1058.35,,207.82,1546.42,1696.5,145.99,12.35,1250.77,3925.63,341.07,192.83,795.04,302.04,158.86,810.08,810.08,1127.7
2010-03-12,307.95,1035.77,3000.08,,1104.76,1058.94,,208.02,1547.89,1706.23,145.76,12.31,1247.45,3922.32,340.82,192.9,791.25,301.59,158.98,809.48,809.48,1132.2
2010-03-15,307.93,1037.61,3000.27,,1111.76,1068.18,,209.21,1556.79,1717.01,145.8,12.36,1248.11,3933.58,341.98,194.15,795.28,301.61,160.44,811.2,811.2,1133.5
2010-03-16,308.71,1035.36,3007.69,,1112.43,1067.7,,208.42,1550.89,1706.52,146.14,12.37,1253.48,3934.97,341.48,193.25,795.32,302.37,159.54,811.46,811.46,1135.1
2010-03-17,308.7,1041.98,3006.92,,1118.16,1074.19,,209.73,1560.54,1727.48,146.09,12.37,1254.72,3938.1,342.2,194.68,807.82,302.3,160.41,813.01,813.01,1130.7
2010-03-18,307.55,1042.87,2995.78,,1117.71,1070.82,,208.48,1551.26,1730.39,145.53,12.4,1249.72,3923.24,343.1,193.94,806.01,301.19,159.57,810.69,810.69,1130.7
2010-03-19,308.03,1041.25,3000.88,,1116.29,1069.94,,206.96,1539.93,1725.06,145.78,12.4,1251.16,3922.68,342.04,192.74,808.6,301.67,158.75,810.56,810.56,1133.4
2010-03-22,308.42,1035.13,3005.04,,1113.85,1068.02,,205.84,1531.68,1698.73,145.99,12.35,1252.03,3925.5,342.68,191.48,800.17,302.11,157.72,809.85,809.85,1136.3
2010-03-23,309.44,1043.82,3014.35,,1117.12,1074.25,,207.15,1541.26,1716.91,146.43,12.46,1259.63,3940.3,342.06,191.67,804.19,303.05,158.02,811.24,811.24,1134.6
2010-03-24,308.82,1041.68,3008.59,,1115.72,1071.86,,205.56,1529.43,1704.29,146.13,12.44,1254.48,3931.85,341.71,190.61,799.91,302.47,157.45,809.81,809.81,1135.4
2010-03-25,309.15,1034.16,3011.7,,1109.16,1059.78,,203.51,1514.3,1691.16,146.3,12.44,1233.1,3925.53,342.28,188.26,798.14,302.79,156.0,807.38,807.38,1140.7
2010-03-26,310.7,1034.84,3027.14,,1113.53,1062.92,,203.64,1515.46,1690.0,147.03,12.5,1231.67,3944.69,343.99,187.25,802.72,304.31,156.71,810.74,810.74,1143.1
2010-03-29,310.87,1031.81,3028.3,,1111.9,1072.98,,206.21,1534.62,1702.96,147.08,12.52,1235.67,3956.68,345.19,189.26,803.47,304.45,157.78,813.87,813.87,1140.2
2010-03-30,310.0,1043.75,3020.0,,1114.74,1071.88,,206.29,1535.4,1706.08,146.65,12.53,1230.92,3942.52,348.46,191.13,807.72,303.62,157.2,813.81,813.81,1130.7
2010-03-31,307.87,1039.37,2999.31,,1109.61,1060.74,,203.88,1518.21,1705.08,145.64,12.44,1217.68,3916.19,345.92,188.91,803.15,301.55,155.49,808.0,808.0,1132.6
2010-04-01,308.35,1037.14,3003.74,,1115.43,1075.24,,205.62,1530.74,1721.8,145.86,12.46,1209.87,3922.62,347.23,190.64,800.85,301.99,156.96,809.22,809.22,1128.9
2010-04-02,307.21,1038.66,2992.6,,1118.9,1070.04,,205.84,1532.63,1725.06,145.29,12.44,1202.05,3887.87,347.76,190.68,798.5,300.88,157.6,807.43,807.43,1124.8
2010-04-05,306.11,1034.58,2982.23,,1115.27,1059.51,,203.78,1517.47,1716.58,144.75,12.39,1188.85,3899.35,346.15,189.23,794.37,299.8,156.54,803.82,803.82,1124.6
2010-04-06,306.32,1036.05,2984.19,,1122.8,1059.57,,203.87,1518.04,1721.46,144.88,12.42,1192.29,3901.58,348.22,189.61,792.3,300.01,156.85,805.02,805.02,1122.9
2010-04-07,305.79,1042.29,2979.12,,1122.2,1051.2,,202.22,1505.35,1714.97,144.63,12.42,1198.29,3892.35,349.41,188.46,793.3,299.49,156.08,804.22,804.22,1122.6
2010-04-08,305.43,1039.8,2975.52,,1116.05,1043.92,,200.94,1495.81,1708.61,144.54,12.4,1202.1,3884.35,349.33,187.68,792.78,299.13,154.45,803.73,803.73,1122.6
2010-04-09,305.82,1042.72,2979.15,,1121.18,1046.44,,201.6,1500.54,1716.08,144.76,12.4,1202.05,3889.33,350.92,188.46,794.55,299.5,155.29,805.59,805.59,1118.8
2010-04-12,304.6,1049.15,2967.64,,1116.18,1058.57,,205.31,1528.22,1727.71,144.23,12.39,1201.33,3872.62,351.13,191.63,804.81,298.34,157.24,807.1,807.1,1112.0
2010-04-13,303.02,1031.19,2952.25,,1109.89,1050.74,,203.21,1512.73,1710.01,143.47,12.34,1194.65,3871.71,347.08,188.91,793.57,296.78,155.0,800.14,800.14,1117.1
2010-04-14,304.96,1039.4,2971.01,,1118.14,1062.76,,204.87,1525.02,1723.67,144.33,12.41,1201.95,3897.49,347.88,190.55,794.82,298.68,156.7,804.24,804.24,1116.9
2010-04-15,303.76,1044.41,2959.34,,1117.54,1060.75,,204.72,1523.54,1725.93,143.75,12.39,1195.56,3884.75,348.6,190.83,798.45,297.5,156.71,812.45,812.45,1109.9
2010-04-16,301.86,1035.03,2940.77,,1106.32,1049.31,,202.18,1504.89,1714.6,142.87,12.31,1191.57,3862.39,347.26,189.4,789.01,295.65,155.22,806.8,806.8,1114.7
2010-04-19,303.08,1025.98,2952.79,,1096.75,1048.36,,201.81,1501.93,1703.86,143.41,12.36,1209.47,3877.39,348.86,188.57,787.92,296.88,154.85,808.31,808.31,1116.4
2010-04-20,304.12,1033.78,2962.94,,1101.03,1050.9,,202.51,1507.06,1713.59,143.88,12.35,1208.02,3879.82,347.22,189.04,792.51,297.85,155.74,810.83,810.83,1114.5
2010-04-21,303.81,1038.64,2960.07,,1117.48,1043.1,,201.27,1497.91,1713.42,143.72,12.39,1197.98,3871.62,348.23,188.86,793.56,297.53,155.89,811.25,811.25,1112.2
2010-04-22,302.23,1029.56,2944.64,,1110.54,1037.04,,199.67,1486.15,1710.55,143.0,12.31,1193.21,3851.04,347.01,187.64,787.84,296.01,154.46,808.7,808.7,1109.8
2010-04-23,302.35,1027.05,2945.62,,1108.12,1024.49,,197.27,1468.03,1702.95,143.08,12.32,1186.24,3846.55,346.57,186.36,787.18,296.11,152.66,808.52,808.52,1110.6
2010-04-26,302.21,1028.64,2944.3,,1111.11,1034.53,,199.36,1483.74,1707.51,142.99,12.32,1180.73,3850.16,347.85,188.44,796.76,295.98,154.73,809.69,809.69,1104.7
2010-04-27,300.58,1024.79,2928.38,,1103.72,1031.44,,198.98,1480.8,1709.21,142.2,12.26,1175.59,3831.34,347.8,188.7,798.41,294.38,154.66,807.28,807.28,1105.0
2010-04-28,301.34,1014.99,2935.81,,1089.64,1017.79,,195.96,1458.38,1687.76,142.54,12.29,1187.49,3832.68,346.04,186.1,788.76,295.13,151.83,805.3,805.3,1121.1
2010-04-29,304.63,1034.14,2967.9,,1107.77,1031.29,,198.69,1478.63,1701.29,144.03,12.38,1190.76,3875.78,347.92,187.94,803.37,298.35,153.77,814.1,814.1,1115.1
2010-04-30,303.7,1037.81,2958.89,,1111.28,1031.25,,198.77,1479.32,1712.52,143.64,12.37,1186.77,3862.53,350.13,188.88,808.12,297.45,154.17,815.33,815.33,1108.2
2010-05-03,301.81,1024.59,2940.32,,1090.83,1029.92,,198.4,1476.52,1697.11,142.76,12.3,1178.44,3841.62,347.98,188.07,807.82,295.58,153.23,808.18,808.18,1113.5
2010-05-04,303.78,1033.9,2959.68,,1103.77,1027.82,,197.84,1472.47,1701.15,143.73,12.36,1178.99,3859.43,347.6,188.08,815.32,297.53,153.38,813.86,813.86,1113.5
2010-05-06,303.46,1010.27,2956.42,,1081.09,997.32,,191.96,1428.86,1682.99,143.51,12.26,1188.15,3844.77,344.81,183.43,808.87,297.21,146.89,800.0,800.0,1135.1
2010-05-07,309.59,1006.11,3016.18,,1080.59,1020.78,,192.9,1435.87,1688.59,146.28,12.36,1252.86,3923.74,348.48,181.67,808.53,303.21,145.99,809.5,809.5,1165.5
2010-05-10,315.46,1036.69,3073.47,,1116.98,1049.74,,200.53,1492.46,1713.66,148.94,12.61,1258.98,4002.42,354.45,187.72,831.14,308.97,153.19,835.79,835.79,1135.9
2010-05-11,308.69,1022.18,3007.43,,1106.04,1020.84,,194.48,1447.24,1682.9,145.72,12.49,1218.09,3922.5,354.26,184.33,816.0,302.33,150.38,820.76,820.76,1128.3
2010-05-12,307.68,1011.27,2997.53,,1107.18,1016.55,,191.86,1428.05,1687.35,145.24,12.43,1220.81,3896.9,352.61,182.27,810.17,301.34,148.14,816.87,816.87,1135.0
2010-05-13,309.86,1017.75,3018.83,,1116.61,1025.13,,193.23,1437.48,1688.49,146.26,12.53,1221.79,3925.84,355.49,185.0,813.17,303.47,150.66,824.62,824.62,1132.0
2010-05-14,307.93,1013.04,3000.08,,1107.14,1012.26,,190.59,1417.77,1652.28,145.34,12.45,1219.01,3901.35,354.82,182.73,805.78,301.58,148.3,817.94,817.94,1135.8
2010-05-17,308.5,1002.28,3005.57,,1094.36,1000.4,,188.33,1401.25,1646.0,145.56,12.46,1227.29,3916.7,354.93,181.52,799.86,302.14,146.27,815.94,815.94,1143.5
2010-05-18,313.07,1008.06,3050.05,,1112.68,1015.27,,191.36,1423.86,1663.68,147.43,12.59,1243.81,3950.19,356.39,184.6,802.98,306.62,148.92,827.77,827.77,1150.4
2010-05-19,313.17,991.64,3050.85,,1105.43,999.57,,188.15,1400.08,1643.18,147.5,12.63,1250.97,3958.7,357.32,180.69,792.49,306.7,146.17,823.54,823.54,1165.5
2010-05-20,317.21,988.06,3090.45,,1116.74,1010.89,,194.05,1443.85,1679.96,149.37,12.72,1271.6,3999.66,357.72,181.83,795.65,310.67,149.06,834.6,834.6,1176.5
2010-05-24,320.89,976.94,3126.26,,1109.17,1024.87,,198.59,1477.96,1705.55,151.06,12.71,1306.58,4049.48,355.37,181.54,796.26,314.31,149.94,837.82,837.82,1219.0
2010-05-25,329.98,998.32,3214.85,,1139.47,1044.65,,201.03,1496.09,1745.89,155.35,13.09,1344.72,4166.38,365.06,186.16,812.28,323.19,153.46,860.52,860.52,1244.0
2010-05-26,341.72,1037.9,3329.27,,1175.57,1084.41,,208.23,1549.3,1807.6,160.85,13.41,1389.15,4342.16,372.82,191.29,839.54,334.67,158.29,889.04,889.04,1248.5
2010-05-27,341.11,1033.45,3323.34,,1171.15,1080.18,,205.02,1524.9,1802.05,161.06,13.44,1392.42,4304.02,377.78,189.68,836.19,334.08,156.07,887.42,887.42,1242.8
2010-05-28,336.01,1046.17,3273.74,,1175.82,1070.89,,204.95,1524.79,1797.18,158.5,13.33,1357.08,4239.78,374.8,191.46,841.54,329.1,156.78,881.67,881.67,1206.5
2010-05-31,326.76,1013.75,3183.64,,1137.85,1036.71,,198.14,1474.21,1734.95,154.11,12.96,1318.54,4137.91,363.97,185.29,812.78,320.07,153.0,853.02,853.02,1211.0
2010-06-01,327.14,1016.73,3187.27,,1152.23,1039.36,,198.41,1476.05,1745.2,154.31,13.1,1317.47,3650.06,368.42,185.75,818.47,320.41,153.51,858.07,858.07,1205.6
2010-06-03,329.13,1016.99,3206.72,,1162.57,1045.49,,198.73,1478.61,1769.41,155.16,13.11,1311.46,4167.18,367.11,186.6,822.17,322.36,154.89,861.32,861.32,1208.0
2010-06-04,327.99,1015.86,3195.58,,1157.36,1041.68,,197.0,1465.88,1763.02,154.62,13.11,1300.83,4135.6,368.3,186.29,823.77,321.23,153.35,856.31,856.31,1203.5
2010-06-07,327.02,982.98,3186.03,,1128.96,1032.49,,193.03,1435.98,1734.63,154.12,13.08,1310.6,4097.92,366.69,181.16,802.45,320.25,149.33,847.79,847.79,1237.5
2010-06-08,336.2,1001.42,3275.42,,1165.07,1061.83,,197.91,1472.01,1786.63,158.25,13.35,1349.95,4256.46,370.37,184.11,812.99,329.31,152.06,869.61,869.61,1231.6
2010-06-09,335.83,1019.18,3271.88,,1176.89,1070.19,,198.47,1476.38,1782.04,158.06,13.34,1349.27,4216.37,370.75,185.48,822.74,328.92,153.26,872.78,872.78,1238.7
2010-06-10,338.22,1029.97,3294.96,,1189.73,1081.82,,200.21,1489.46,1805.66,159.2,13.43,1360.57,4282.71,374.27,187.59,835.5,331.23,154.68,878.35,878.35,1265.7
2010-06-11,343.46,1070.32,3345.98,,1223.27,1103.05,,205.31,1527.3,1855.41,161.92,13.67,1380.8,4338.03,382.04,194.35,863.62,336.38,159.65,898.25,898.25,1236.4
2010-06-14,337.84,1060.41,3291.51,,1203.3,1084.32,,203.4,1512.84,1811.4,159.28,13.49,1353.73,4277.49,377.8,193.41,858.58,330.89,157.71,885.85,885.85,1223.3
2010-06-15,333.52,1051.23,3249.34,,1185.24,1072.12,,201.21,1496.28,1804.92,157.21,13.37,1337.19,4193.77,376.46,190.21,851.5,326.63,155.36,876.57,876.57,1221.4
2010-06-16,333.24,1056.47,3246.33,,1192.94,1079.32,,202.65,1507.36,1810.03,157.1,13.34,1338.4,4205.12,374.45,191.93,853.79,326.35,157.62,879.49,879.49,1212.5
2010-06-17,329.72,1045.46,3212.2,,1181.0,1071.21,,200.43,1491.1,1784.53,155.41,13.23,1324.51,4160.08,371.93,189.26,845.04,322.92,155.45,869.03,869.03,1213.7
2010-06-18,331.05,1053.88,3225.2,,1181.4,1093.73,,202.43,1505.77,1801.72,156.13,13.28,1338.29,4177.63,373.03,190.84,855.63,324.22,157.34,873.27,873.27,1207.4
2010-06-21,328.32,1062.88,3198.67,,1183.12,1091.07,,201.09,1496.22,1788.77,155.21,13.26,1333.52,4186.43,373.52,190.11,859.57,321.55,156.68,879.71,879.71,1179.0
2010-06-22,320.38,1032.32,3121.14,,1149.85,1059.8,,194.83,1449.69,1736.93,151.45,13.05,1292.37,4056.89,369.07,183.4,834.28,313.77,151.89,853.45,853.45,1185.0
2010-06-23,321.98,1032.41,3136.79,,1150.89,1067.86,,195.04,1451.7,1752.38,152.07,13.11,1305.95,4077.23,367.38,182.79,835.15,315.32,151.84,853.31,853.31,1194.0
2010-06-24,323.5,1040.15,3151.72,,1143.27,1075.44,,196.65,1463.45,1778.02,152.77,13.16,1321.32,4061.53,367.98,183.33,847.31,316.83,153.12,855.87,855.87,1185.3
2010-06-25,322.69,1028.1,3143.77,,1136.88,1075.5,,196.43,1461.94,1769.62,152.38,13.1,1322.47,4086.19,366.48,182.48,839.18,316.07,152.13,851.53,851.53,1202.0
2010-06-28,327.99,1050.74,3195.58,,1161.72,1102.4,,200.33,1491.18,1811.39,154.87,13.3,1348.6,4139.15,370.59,187.07,857.57,321.27,155.96,868.91,868.91,1198.9
2010-06-29,326.83,1043.51,3183.83,,1158.18,1103.87,,197.85,1473.25,1812.12,154.27,13.31,1343.56,4131.47,372.39,186.79,846.28,320.07,154.96,865.37,865.37,1204.6
2010-06-30,329.52,1029.84,3210.09,,1148.62,1119.2,,198.07,1475.42,1822.95,155.45,13.37,1364.56,4157.68,372.86,185.92,838.74,322.71,155.17,862.99,862.99,1237.8
2010-07-01,334.91,1034.27,3262.78,,1156.27,1140.83,,201.89,1503.86,1838.45,157.94,13.58,1391.04,4240.99,379.19,188.59,842.13,328.0,157.84,878.83,878.83,1229.0
2010-07-02,335.21,1042.27,3265.78,,1162.72,1160.2,,206.76,1540.05,1866.75,158.07,13.57,1404.04,4237.48,380.47,191.7,851.87,328.28,160.28,886.07,886.07,1223.5
2010-07-05,332.48,1026.42,3239.26,,1148.66,1147.69,,205.73,1533.03,1855.0,156.69,13.49,1392.24,4203.06,378.67,189.48,839.64,325.63,160.18,877.68,877.68,1221.8
2010-07-06,333.13,1025.19,3245.62,,1149.08,1149.19,,205.77,1533.35,1851.31,157.05,13.51,1396.56,4225.87,381.36,189.82,840.86,326.32,159.06,878.46,878.46,1230.8
2010-07-07,334.51,1044.13,3258.89,,1165.43,1157.96,,207.94,1549.88,1859.98,157.75,13.56,1403.95,4243.14,383.22,192.32,849.95,327.65,161.49,885.61,885.61,1223.0
2010-07-08,332.65,1055.09,3240.85,,1165.56,1161.85,,207.06,1543.19,1854.45,156.84,13.47,1392.52,4218.92,379.38,191.05,859.78,325.8,161.29,882.93,882.93,1212.4
2010-07-09,329.78,1061.98,3212.73,,1160.93,1153.08,,206.19,1537.01,1835.21,155.57,13.36,1369.67,4182.32,379.24,190.34,858.14,322.97,161.13,878.38,878.38,1204.4
2010-07-12,326.38,1049.79,3179.84,,1160.9,1136.41,,203.32,1515.7,1805.87,154.41,13.25,1352.59,4139.5,374.74,188.61,850.37,319.65,160.21,867.91,867.91,1195.1
2010-07-13,326.05,1048.53,3176.31,,1155.72,1128.39,,202.19,1507.41,1798.29,154.11,13.24,1350.82,4135.73,373.75,188.4,851.96,319.31,159.75,866.12,866.12,1197.7
2010-07-14,327.98,1064.63,3195.14,,1168.55,1141.86,,205.34,1531.23,1829.06,154.97,13.31,1356.0,4160.25,377.2,192.6,865.14,321.25,162.73,875.37,875.37,1201.2
2010-07-15,326.5,1057.21,3180.9,,1160.95,1139.38,,205.04,1527.72,1830.22,154.31,13.25,1357.94,4140.88,374.93,192.57,864.98,319.74,162.76,872.56,872.56,1206.4
2010-07-16,328.01,1063.81,3195.49,,1159.93,1155.7,,208.95,1556.77,1860.36,155.08,13.31,1377.98,4167.79,376.59,195.19,872.44,321.21,165.46,877.26,877.26,1199.7
2010-07-19,327.01,1039.37,3185.77,,1136.6,1144.72,,208.09,1550.68,1838.94,154.48,13.28,1387.51,4171.93,374.7,191.27,850.86,320.27,162.56,871.31,871.31,1214.2
2010-07-20,331.05,1054.37,3225.2,,1152.18,1153.33,,211.1,1573.25,1851.09,156.38,13.42,1402.34,4219.82,376.73,192.78,856.97,324.21,164.91,882.62,882.62,1216.3
2010-07-21,329.92,1069.6,3214.15,,1161.01,1152.23,,209.65,1562.25,1852.12,155.87,13.4,1388.25,4199.62,377.16,193.77,868.44,323.13,164.71,881.92,881.92,1204.1
2010-07-22,327.7,1054.9,3192.57,,1148.75,1145.69,,206.22,1536.88,1827.91,154.79,13.27,1384.56,4168.31,374.25,191.63,856.36,320.92,162.56,873.12,873.12,1207.5
2010-07-23,328.61,1078.61,3201.33,,1164.12,1157.03,,208.91,1556.84,1842.69,155.25,13.34,1384.93,4189.17,376.39,195.53,875.49,321.81,165.29,879.66,879.66,1196.6
2010-07-26,325.96,1071.02,3175.68,,1153.65,1136.03,,207.07,1543.13,1846.32,154.14,13.24,1367.68,4169.98,373.83,193.62,869.71,319.28,163.79,873.14,873.14,1196.8
2010-07-27,325.19,1076.93,3168.09,,1157.14,1138.61,,208.21,1552.24,1850.36,153.8,13.23,1372.79,4147.94,373.54,193.9,875.5,318.48,163.76,877.75,877.75,1185.0
