,GBP
2016-11-14,1465.92
2016-11-15,1462.48
2016-11-16,1455.16
2016-11-17,1452.23
2016-11-18,1457.96
2016-11-21,1459.96
2016-11-22,1477.72
2016-11-23,1460.26
2016-11-24,1460.17
2016-11-25,1472.38
2016-11-28,1469.73
2016-11-29,1453.1
2016-11-30,1459.63
2016-12-01,1461.58
2016-12-02,1476.83
2016-12-05,1479.98
2016-12-06,1494.07
2016-12-07,1482.81
2016-12-08,1476.78
2016-12-09,1458.55
2016-12-12,1467.72
2016-12-13,1483.87
2016-12-14,1475.64
2016-12-15,1462.36
2016-12-16,1466.22
2016-12-19,1478.3
2016-12-20,1469.95
2016-12-21,1473.51
2016-12-22,1475.25
2016-12-23,1471.92
2016-12-26,1476.86
2016-12-27,1472.26
2016-12-28,1479.2
2016-12-29,1476.11
2016-12-30,1480.17
2017-01-02,1492.2
2017-01-03,1483.48
2017-01-04,1476.93
2017-01-05,1486.71
2017-01-06,1480.21
2017-01-09,1458.01
2017-01-10,1467.58
2017-01-11,1459.12
2017-01-12,1459.97
2017-01-13,1438.52
2017-01-16,1418.3
2017-01-17,1419.85
2017-01-18,1464.67
2017-01-19,1429.84
2017-01-20,1452.25
2017-01-23,1451.79
2017-01-24,1462.69
2017-01-25,1457.87
2017-01-26,1473.2
2017-01-31,1446.9
2017-02-01,1466.78
2017-02-02,1462.89
2017-02-03,1440.12
2017-02-06,1431.38
2017-02-07,1418.37
2017-02-08,1428.42
2017-02-09,1436.22
2017-02-10,1431.61
2017-02-13,1437.81
2017-02-14,1442.99
2017-02-15,1427.76
2017-02-16,1422.78
2017-02-17,1422.09
2017-02-20,1422.35
2017-02-21,1430.89
2017-02-22,1431.78
2017-02-23,1421.22
2017-02-24,1430.22
2017-02-27,1406.74
2017-02-28,1408.22
2017-03-02,1391.43
2017-03-03,1401.23
2017-03-06,1417.48
2017-03-07,1415.36
2017-03-08,1404.81
2017-03-09,1395.81
2017-03-10,1405.01
2017-03-13,1409.01
2017-03-14,1401.34
2017-03-15,1394.49
2017-03-16,1408.63
2017-03-17,1397.82
2017-03-20,1401.58
2017-03-21,1389.88
2017-03-22,1394.7
2017-03-23,1401.72
2017-03-24,1401.85
2017-03-27,1404.83
2017-03-28,1399.16
2017-03-29,1385.06
2017-03-30,1385.93
2017-03-31,1392.45
2017-04-03,1404.55
2017-04-04,1390.75
2017-04-05,1391.63
2017-04-06,1403.54
2017-04-07,1410.41
2017-04-10,1403.5
2017-04-11,1418.21
2017-04-12,1430.93
2017-04-13,1436.08
2017-04-14,1415.21
2017-04-17,1426.92
2017-04-18,1427.1
2017-04-19,1461.58
2017-04-20,1457.23
2017-04-21,1461.85
2017-04-24,1457.01
2017-04-25,1447.44
2017-04-26,1450.77
2017-04-27,1445.92
2017-04-28,1457.26
2017-05-02,1461.69
2017-05-04,1455.21
2017-05-08,1467.88
2017-05-10,1466.23
2017-05-11,1466.97
2017-05-12,1456.97
2017-05-15,1452.05
2017-05-16,1451.71
2017-05-17,1443.34
2017-05-18,1450.4
2017-05-19,1456.57
2017-05-22,1468.51
2017-05-23,1452.34
2017-05-24,1452.3
2017-05-25,1461.48
2017-05-26,1445.69
2017-05-29,1434.7
2017-05-30,1435.97
2017-05-31,1439.1
2017-06-01,1444.04
2017-06-02,1443.47
2017-06-05,1442.65
2017-06-07,1443.46
2017-06-08,1454.34
2017-06-09,1437.86
2017-06-12,1428.81
2017-06-13,1426.19
2017-06-14,1439.63
2017-06-15,1436.1
2017-06-16,1431.96
2017-06-19,1447.29
2017-06-20,1440.56
2017-06-21,1436.14
2017-06-22,1447.57
2017-06-23,1446.42
2017-06-26,1452.83
2017-06-27,1443.97
2017-06-28,1456.92
2017-06-29,1477.13
2017-06-30,1482.73
2017-07-03,1488.69
2017-07-04,1481.86
2017-07-05,1485.82
2017-07-06,1486.68
2017-07-07,1495.86
2017-07-10,1489.71
2017-07-11,1481.19
2017-07-12,1478.4
2017-07-13,1476.51
2017-07-14,1472.27
2017-07-17,1489.24
2017-07-18,1472.75
2017-07-19,1468.08
2017-07-20,1461.14
2017-07-21,1458.21
2017-07-24,1457.62
2017-07-25,1453.66
2017-07-26,1454.0
2017-07-27,1468.99
2017-07-28,1454.2
2017-07-31,1471.28
2017-08-01,1480.57
2017-08-02,1476.88
2017-08-03,1485.26
2017-08-04,1481.95
2017-08-07,1468.53
2017-08-08,1469.27
2017-08-09,1462.34
2017-08-10,1476.3
2017-08-11,1480.63
2017-08-14,1490.99
2017-08-16,1464.41
2017-08-17,1469.46
2017-08-18,1462.3
2017-08-21,1469.75
2017-08-22,1467.89
2017-08-23,1456.24
2017-08-24,1448.06
2017-08-25,1442.94
2017-08-28,1457.12
2017-08-29,1448.12
2017-08-30,1455.78
2017-08-31,1450.71
2017-09-01,1456.67
2017-09-04,1455.3
2017-09-05,1462.69
2017-09-06,1475.5
2017-09-07,1479.2
2017-09-08,1479.38
2017-09-11,1486.7
2017-09-12,1488.4
2017-09-13,1501.28
2017-09-14,1489.99
2017-09-15,1517.78
2017-09-18,1539.58
2017-09-19,1524.36
2017-09-20,1527.14
2017-09-21,1524.62
2017-09-22,1537.38
2017-09-25,1534.29
2017-09-26,1524.47
2017-09-27,1528.61
2017-09-28,1526.63
2017-09-29,1540.53
2017-10-10,1505.28
2017-10-11,1502.77
2017-10-12,1501.42
2017-10-13,1503.4
2017-10-16,1501.14
2017-10-17,1493.39
2017-10-18,1492.66
2017-10-19,1493.09
2017-10-20,1489.43
2017-10-23,1492.13
2017-10-24,1494.5
2017-10-25,1481.85
2017-10-26,1497.25
2017-10-27,1476.51
2017-10-30,1484.26
2017-10-31,1485.51
2017-11-01,1489.68
2017-11-02,1479.76
2017-11-03,1453.19
2017-11-06,1455.3
2017-11-07,1470.97
2017-11-08,1464.31
2017-11-09,1461.18
2017-11-10,1464.58
2017-11-13,1471.13
2017-11-14,1469.74
2017-11-15,1472.0
2017-11-16,1467.66
2017-11-17,1456.69
2017-11-20,1447.84
2017-11-21,1454.78
2017-11-22,1453.37
2017-11-23,1454.21
2017-11-24,1447.63
2017-11-27,1446.47
2017-11-28,1449.01
2017-11-29,1453.04
2017-11-30,1451.82
2017-12-01,1467.38
2017-12-04,1466.06
2017-12-05,1466.48
2017-12-06,1453.78
2017-12-07,1461.34
2017-12-08,1472.96
2017-12-11,1464.12
2017-12-12,1457.53
2017-12-13,1451.85
2017-12-14,1464.57
2017-12-15,1458.89
2017-12-18,1450.46
2017-12-19,1457.49
2017-12-20,1455.01
2017-12-21,1448.05
2017-12-22,1446.22
2017-12-26,1442.94
2017-12-27,1440.41
2017-12-28,1441.41
2017-12-29,1439.53
2018-01-02,1447.3
2018-01-03,1446.86
2018-01-04,1439.83
2018-01-05,1444.23
2018-01-08,1441.59
2018-01-09,1445.42
2018-01-10,1444.59
2018-01-11,1446.36
2018-01-12,1450.08
2018-01-15,1462.68
2018-01-16,1464.01
2018-01-17,1467.31
2018-01-18,1472.51
2018-01-19,1486.2
2018-01-22,1482.16
2018-01-23,1494.86
2018-01-24,1497.63
2018-01-25,1524.11
2018-01-26,1500.08
2018-01-29,1506.59
2018-01-30,1498.65
2018-01-31,1516.12
2018-02-01,1520.71
2018-02-02,1527.55
2018-02-05,1516.53
2018-02-06,1521.91
2018-02-07,1527.15
2018-02-08,1502.97
2018-02-09,1514.33
2018-02-12,1510.11
2018-02-13,1499.59
2018-02-14,1503.58
2018-02-19,1515.75
2018-02-20,1495.15
2018-02-21,1497.88
2018-02-22,1495.9
2018-02-23,1511.73
2018-02-26,1506.77
2018-02-27,1499.26
2018-02-28,1489.65
2018-03-02,1489.83
2018-03-05,1492.03
2018-03-06,1496.55
2018-03-07,1495.34
2018-03-08,1485.87
2018-03-09,1475.83
2018-03-12,1481.48
2018-03-13,1479.7
2018-03-14,1488.98
2018-03-15,1488.55
2018-03-16,1485.25
2018-03-19,1491.45
2018-03-20,1502.41
2018-03-21,1499.67
2018-03-22,1515.12
2018-03-23,1508.43
2018-03-26,1529.66
2018-03-27,1538.93
2018-03-28,1519.04
2018-03-29,1505.88
2018-03-30,1496.78
2018-04-02,1493.62
2018-04-03,1487.11
2018-04-04,1487.64
2018-04-05,1489.89
2018-04-06,1483.78
2018-04-09,1502.05
2018-04-10,1508.54
2018-04-11,1513.73
2018-04-12,1512.42
2018-04-13,1521.03
2018-04-16,1523.52
2018-04-17,1538.72
2018-04-18,1526.96
2018-04-19,1515.28
2018-04-20,1497.78
2018-04-23,1494.91
2018-04-24,1489.83
2018-04-25,1505.56
2018-04-26,1503.22
2018-04-27,1502.51
2018-04-30,1482.2
2018-05-02,1452.71
2018-05-03,1459.55
2018-05-04,1460.86
2018-05-08,1460.06
2018-05-09,1460.91
2018-05-10,1465.32
2018-05-11,1453.75
2018-05-14,1447.74
2018-05-15,1446.52
2018-05-16,1448.22
2018-05-17,1461.53
2018-05-18,1458.73
2018-05-21,1455.46
2018-05-23,1456.25
2018-05-24,1440.9
2018-05-25,1444.91
2018-05-28,1435.59
2018-05-29,1428.64
2018-05-30,1426.85
2018-05-31,1436.51
2018-06-01,1430.97
2018-06-04,1436.89
2018-06-05,1425.85
2018-06-07,1435.19
2018-06-08,1433.34
2018-06-11,1439.27
2018-06-12,1436.34
2018-06-14,1438.65
2018-06-15,1436.42
2018-06-18,1448.72
2018-06-19,1463.16
2018-06-20,1456.22
2018-06-21,1459.85
2018-06-22,1469.15
2018-06-25,1471.45
2018-06-26,1482.35
2018-06-27,1474.8
2018-06-28,1466.57
2018-06-29,1466.85
2018-07-02,1475.54
2018-07-03,1468.32
2018-07-04,1478.84
2018-07-05,1475.54
2018-07-06,1478.69
2018-07-09,1485.84
2018-07-10,1473.8
2018-07-11,1477.34
2018-07-12,1480.18
2018-07-13,1485.71
2018-07-16,1486.15
2018-07-17,1493.95
2018-07-18,1474.63
2018-07-19,1476.09
2018-07-20,1472.31
2018-07-23,1491.58
2018-07-24,1478.62
2018-07-25,1492.62
2018-07-26,1487.68
2018-07-27,1467.24
2018-07-30,1468.32
2018-07-31,1466.9
2018-08-01,1466.46
2018-08-02,1469.31
2018-08-03,1461.4
2018-08-06,1467.09
2018-08-07,1454.48
2018-08-08,1456.77
2018-08-09,1441.46
2018-08-10,1433.32
2018-08-13,1438.34
2018-08-14,1447.11
2018-08-16,1437.26
2018-08-17,1437.35
2018-08-20,1434.8
2018-08-21,1435.44
2018-08-22,1442.93
2018-08-23,1444.86
2018-08-24,1435.97
2018-08-27,1441.79
2018-08-28,1436.5
2018-08-29,1428.74
2018-08-30,1444.16
2018-08-31,1442.38
2018-09-03,1439.27
2018-09-04,1433.13
2018-09-05,1432.53
2018-09-06,1442.99
2018-09-07,1449.6
2018-09-10,1451.66
2018-09-11,1469.8
2018-09-12,1467.26
2018-09-13,1470.73
2018-09-14,1469.73
2018-09-17,1463.41
2018-09-18,1481.29
2018-09-19,1482.89
2018-09-20,1475.85
2018-09-21,1486.56
2018-09-27,1470.62
2018-09-28,1454.74
2018-10-01,1447.2
2018-10-02,1449.0
2018-10-04,1445.4
2018-10-05,1469.39
2018-10-08,1484.16
2018-10-10,1487.45
2018-10-11,1495.47
2018-10-12,1511.87
2018-10-15,1485.13
2018-10-16,1491.04
2018-10-17,1487.51
2018-10-18,1473.69
2018-10-19,1474.48
2018-10-22,1482.02
2018-10-23,1466.49
2018-10-24,1474.72
2018-10-25,1458.95
2018-10-26,1459.78
2018-10-29,1463.96
2018-10-30,1457.69
2018-10-31,1449.36
2018-11-01,1455.04
2018-11-02,1480.44
2018-11-05,1464.16
2018-11-06,1466.7
2018-11-07,1470.92
2018-11-08,1471.8
2018-11-09,1461.3
2018-11-12,1455.7
2018-11-13,1454.96
2018-11-14,1479.59
2018-11-15,1471.67
2018-11-16,1442.83
2018-11-19,1448.63
2018-11-20,1449.78
2018-11-21,1442.81
2018-11-22,1445.24
2018-11-23,1453.64
2018-11-26,1449.3
2018-11-27,1447.29
2018-11-28,1439.63
2018-11-29,1448.21
2018-11-30,1434.0
2018-12-03,1427.15
2018-12-04,1417.46
2018-12-05,1411.22
2018-12-06,1418.34
2018-12-07,1428.88
2018-12-10,1421.9
2018-12-11,1412.9
2018-12-12,1410.73
2018-12-13,1425.17
2018-12-14,1422.25
2018-12-17,1421.15
2018-12-18,1427.57
2018-12-19,1429.61
2018-12-20,1420.1
2018-12-21,1430.15
2018-12-24,1420.72
2018-12-26,1427.48
2018-12-27,1422.93
2018-12-28,1417.88
2018-12-31,1420.32
2019-01-02,1425.41
2019-01-03,1402.89
2019-01-04,1424.88
2019-01-07,1432.55
2019-01-08,1429.2
2019-01-09,1427.59
2019-01-10,1435.42
2019-01-11,1426.37
2019-01-14,1437.35
2019-01-15,1443.13
2019-01-16,1440.62
2019-01-17,1445.19
2019-01-18,1456.31
2019-01-21,1442.94
2019-01-22,1452.68
2019-01-23,1464.85
2019-01-24,1475.52
2019-01-25,1473.79
2019-01-28,1486.2
2019-01-29,1469.0
2019-01-30,1462.53
2019-01-31,1465.49
2019-02-01,1457.09
2019-02-07,1444.41
2019-02-08,1454.63
2019-02-11,1454.43
2019-02-12,1445.77
2019-02-13,1450.23
2019-02-14,1441.44
2019-02-15,1439.66
2019-02-18,1454.79
2019-02-19,1453.79
2019-02-20,1472.74
2019-02-21,1464.6
2019-02-22,1465.66
2019-02-25,1470.56
2019-02-26,1470.32
2019-02-27,1482.59
2019-02-28,1488.52
2019-03-04,1481.74
2019-03-05,1482.58
2019-03-06,1481.27
2019-03-07,1485.43
2019-03-08,1476.15
2019-03-11,1472.78
2019-03-12,1503.16
2019-03-13,1475.94
2019-03-14,1505.86
2019-03-15,1500.83
2019-03-18,1510.22
2019-03-19,1501.98
2019-03-20,1500.65
2019-03-21,1492.01
2019-03-22,1477.05
2019-03-25,1492.8
2019-03-26,1499.26
2019-03-27,1495.67
2019-03-28,1493.27
2019-03-29,1485.45
2019-04-01,1479.37
2019-04-02,1481.06
2019-04-03,1491.19
2019-04-04,1495.46
2019-04-05,1484.44
2019-04-08,1481.58
2019-04-09,1490.95
2019-04-10,1491.98
2019-04-11,1493.77
2019-04-12,1487.45
2019-04-15,1491.77
2019-04-16,1485.35
2019-04-17,1481.29
2019-04-18,1481.3
2019-04-19,1475.98
2019-04-22,1477.72
2019-04-23,1480.93
2019-04-24,1476.18
2019-04-25,1480.07
2019-04-26,1494.67
2019-04-29,1498.51
2019-04-30,1497.73
2019-05-02,1519.4
2019-05-03,1516.97
2019-05-07,1531.5
2019-05-08,1528.87
2019-05-09,1522.33
2019-05-10,1529.54
2019-05-13,1532.35
2019-05-14,1532.53
2019-05-15,1532.36
2019-05-16,1527.84
2019-05-17,1522.53
2019-05-20,1517.89
2019-05-21,1518.2
2019-05-22,1515.97
2019-05-23,1512.96
2019-05-24,1508.36
2019-05-27,1513.83
2019-05-28,1501.62
2019-05-29,1503.32
2019-05-30,1506.71
2019-05-31,1500.77
2019-06-03,1505.14
2019-06-04,1498.45
2019-06-05,1500.56
2019-06-07,1497.87
2019-06-10,1500.56
2019-06-11,1502.32
2019-06-12,1503.48
2019-06-13,1499.87
2019-06-14,1502.14
2019-06-17,1491.07
2019-06-18,1487.32
2019-06-19,1488.3
2019-06-20,1489.08
2019-06-21,1483.45
2019-06-24,1480.56
2019-06-25,1475.05
2019-06-26,1465.26
2019-06-27,1470.28
2019-06-28,1465.84
2019-07-01,1468.57
2019-07-02,1461.18
2019-07-03,1467.24
2019-07-04,1472.42
2019-07-05,1471.03
2019-07-08,1465.98
2019-07-09,1475.36
2019-07-10,1470.27
2019-07-11,1477.87
2019-07-12,1470.48
2019-07-15,1480.04
2019-07-16,1476.24
2019-07-17,1462.46
2019-07-18,1467.65
2019-07-19,1478.68
2019-07-22,1467.57
2019-07-23,1469.06
2019-07-24,1465.52
2019-07-25,1470.57
2019-07-26,1469.15
2019-07-29,1466.1
2019-07-30,1446.41
2019-07-31,1437.37
2019-08-01,1436.3
2019-08-02,1440.82
2019-08-05,1451.68
2019-08-06,1472.76
2019-08-07,1477.5
2019-08-08,1475.31
2019-08-09,1470.4
2019-08-12,1455.09
2019-08-13,1468.38
2019-08-14,1469.93
2019-08-16,1464.7
2019-08-19,1475.01
2019-08-20,1468.09
2019-08-21,1472.21
2019-08-22,1460.45
2019-08-23,1476.31
2019-08-26,1486.88
2019-08-27,1489.01
2019-08-28,1490.35
2019-08-29,1482.78
2019-08-30,1480.72
2019-09-02,1471.24
2019-09-03,1461.85
2019-09-04,1468.99
2019-09-05,1482.06
2019-09-06,1478.69
2019-09-09,1470.63
2019-09-10,1472.08
2019-09-11,1472.65
2019-09-16,1489.07
2019-09-17,1471.59
2019-09-18,1485.43
2019-09-19,1485.21
2019-09-20,1496.68
2019-09-23,1485.42
2019-09-24,1483.56
2019-09-25,1491.49
2019-09-26,1480.8
2019-09-27,1477.95
2019-09-30,1476.58
2019-10-01,1473.52
2019-10-02,1472.47
2019-10-04,1484.94
2019-10-07,1476.02
2019-10-08,1470.2
2019-10-10,1459.15
2019-10-11,1486.81
2019-10-14,1502.74
2019-10-15,1492.05
2019-10-16,1511.03
2019-10-17,1522.15
2019-10-18,1527.39
2019-10-21,1523.67
2019-10-22,1523.73
2019-10-23,1509.35
2019-10-24,1516.01
2019-10-25,1503.33
2019-10-28,1506.62
2019-10-29,1503.64
2019-10-30,1500.64
2019-10-31,1507.82
2019-11-01,1502.72
2019-11-04,1510.64
2019-11-05,1495.0
2019-11-06,1494.73
2019-11-07,1488.2
2019-11-08,1487.25
2019-11-11,1478.77
2019-11-12,1492.68
2019-11-13,1494.98
2019-11-14,1500.83
2019-11-15,1507.77
2019-11-18,1506.86
2019-11-19,1508.14
2019-11-20,1510.71
2019-11-21,1512.41
2019-11-22,1519.27
2019-11-25,1512.94
2019-11-26,1517.36
2019-11-27,1510.63
2019-11-28,1521.45
2019-11-29,1522.71
2019-12-02,1524.24
2019-12-03,1527.61
2019-12-04,1541.82
2019-12-05,1564.7
2019-12-06,1566.24
2019-12-09,1562.79
2019-12-10,1563.1
2019-12-11,1563.78
2019-12-12,1574.8
2019-12-13,1599.62
2019-12-16,1563.99
2019-12-17,1558.67
2019-12-18,1531.94
2019-12-19,1524.68
2019-12-20,1515.25
2019-12-23,1512.19
2019-12-24,1512.19
2019-12-26,1509.14
2019-12-27,1509.44
2019-12-30,1519.04
2019-12-31,1518.69
2020-01-02,1535.13
2020-01-03,1520.46
2020-01-06,1520.11
2020-01-07,1540.77
2020-01-08,1528.35
2020-01-09,1538.36
2020-01-10,1516.0
2020-01-13,1514.48
2020-01-14,1501.25
2020-01-15,1501.34
2020-01-16,1511.36
