,DKK
2016-05-20,179.38
2016-05-23,179.28
2016-05-24,178.46
2016-05-25,178.05
2016-05-26,177.85
2016-05-27,177.75
2016-05-30,176.18
2016-05-31,178.4
2016-06-01,178.18
2016-06-02,179.28
2016-06-03,178.33
2016-06-07,181.18
2016-06-08,177.66
2016-06-09,177.25
2016-06-10,175.87
2016-06-13,175.9
2016-06-14,178.12
2016-06-15,176.76
2016-06-16,178.17
2016-06-17,176.81
2016-06-20,178.42
2016-06-21,177.01
2016-06-22,175.32
2016-06-23,176.13
2016-06-24,175.58
2016-06-27,173.86
2016-06-28,175.11
2016-06-29,175.08
2016-06-30,174.17
2016-07-01,172.11
2016-07-04,171.68
2016-07-05,172.02
2016-07-06,171.43
2016-07-07,173.79
2016-07-08,171.93
2016-07-11,172.15
2016-07-12,170.68
2016-07-13,170.92
2016-07-14,170.96
2016-07-15,170.6
2016-07-18,168.38
2016-07-19,169.18
2016-07-20,168.63
2016-07-21,168.88
2016-07-22,169.02
2016-07-25,167.31
2016-07-26,167.99
2016-07-27,168.15
2016-07-28,168.64
2016-07-29,167.64
2016-08-01,168.55
2016-08-02,166.73
2016-08-03,167.28
2016-08-04,166.98
2016-08-05,166.69
2016-08-08,165.74
2016-08-09,165.83
2016-08-10,165.48
2016-08-11,164.85
2016-08-12,164.51
2016-08-16,165.55
2016-08-17,165.91
2016-08-18,167.26
2016-08-19,168.7
2016-08-22,169.57
2016-08-23,171.15
2016-08-24,169.74
2016-08-25,169.72
2016-08-26,169.61
2016-08-29,167.55
2016-08-30,169.11
2016-08-31,167.49
2016-09-01,167.54
2016-09-02,168.39
2016-09-05,167.6
2016-09-06,166.02
2016-09-07,166.97
2016-09-08,165.08
2016-09-09,165.51
2016-09-12,165.96
2016-09-13,167.67
2016-09-19,166.62
2016-09-20,168.05
2016-09-21,167.52
2016-09-22,167.63
2016-09-23,165.87
2016-09-26,166.41
2016-09-27,167.13
2016-09-28,166.11
2016-09-29,164.95
2016-09-30,165.08
2016-10-04,166.02
2016-10-05,166.39
2016-10-06,167.75
2016-10-07,166.45
2016-10-10,167.9
2016-10-11,166.35
2016-10-12,166.08
2016-10-13,166.29
2016-10-14,168.0
2016-10-17,167.06
2016-10-18,168.6
2016-10-19,167.04
2016-10-20,165.64
2016-10-21,165.08
2016-10-24,165.92
2016-10-25,165.81
2016-10-26,166.41
2016-10-27,166.07
2016-10-28,167.04
2016-10-31,169.03
2016-11-01,168.84
2016-11-02,169.69
2016-11-03,171.3
2016-11-04,170.23
2016-11-07,170.39
2016-11-08,169.47
2016-11-09,168.23
2016-11-10,168.05
2016-11-11,168.38
2016-11-14,169.57
2016-11-15,168.86
2016-11-16,168.42
2016-11-17,167.83
2016-11-18,167.73
2016-11-21,168.22
2016-11-22,169.06
2016-11-23,167.94
2016-11-24,166.56
2016-11-25,167.84
2016-11-28,167.96
2016-11-29,166.97
2016-11-30,167.25
2016-12-01,166.35
2016-12-02,168.03
2016-12-05,165.79
2016-12-06,169.76
2016-12-07,168.54
2016-12-08,169.11
2016-12-09,165.41
2016-12-12,165.36
2016-12-13,167.42
2016-12-14,166.57
2016-12-15,165.2
2016-12-16,165.44
2016-12-19,166.37
2016-12-20,165.98
2016-12-21,166.54
2016-12-22,167.5
2016-12-23,168.16
2016-12-26,169.21
2016-12-27,168.67
2016-12-28,169.57
2016-12-29,169.26
2016-12-30,170.52
2017-01-02,171.06
2017-01-03,169.98
2017-01-04,169.03
2017-01-05,170.24
2017-01-06,170.05
2017-01-09,168.43
2017-01-10,171.7
2017-01-11,170.18
2017-01-12,170.31
2017-01-13,168.83
2017-01-16,168.43
2017-01-17,168.28
2017-01-18,170.12
2017-01-19,166.7
2017-01-20,168.72
2017-01-23,168.84
2017-01-24,168.98
2017-01-25,167.95
2017-01-26,168.59
2017-01-31,166.65
2017-02-01,169.34
2017-02-02,167.23
2017-02-03,166.28
2017-02-06,166.28
2017-02-07,164.45
2017-02-08,164.08
2017-02-09,164.77
2017-02-10,164.22
2017-02-13,164.6
2017-02-14,164.1
2017-02-15,162.78
2017-02-16,162.74
2017-02-17,163.51
2017-02-20,163.61
2017-02-21,163.86
2017-02-22,162.56
2017-02-23,162.01
2017-02-24,162.12
2017-02-27,160.66
2017-02-28,161.24
2017-03-02,160.59
2017-03-03,161.41
2017-03-06,164.65
2017-03-07,164.54
2017-03-08,163.64
2017-03-09,162.62
2017-03-10,164.41
2017-03-13,166.43
2017-03-14,164.41
2017-03-15,163.74
2017-03-16,165.56
2017-03-17,163.98
2017-03-20,163.47
2017-03-21,162.35
2017-03-22,162.47
2017-03-23,163.07
2017-03-24,162.35
2017-03-27,163.74
2017-03-28,162.7
2017-03-29,161.63
2017-03-30,161.11
2017-03-31,160.34
2017-04-03,160.59
2017-04-04,159.75
2017-04-05,160.68
2017-04-06,161.35
2017-04-07,161.9
2017-04-10,161.39
2017-04-11,162.73
2017-04-12,163.4
2017-04-13,164.22
2017-04-14,161.5
2017-04-17,162.38
2017-04-18,162.55
2017-04-19,164.14
2017-04-20,164.15
2017-04-21,164.45
2017-04-24,166.19
2017-04-25,165.31
2017-04-26,165.99
2017-04-27,164.94
2017-04-28,165.11
2017-05-02,166.28
2017-05-04,165.55
2017-05-08,167.33
2017-05-10,165.61
2017-05-11,165.73
2017-05-12,165.09
2017-05-15,165.48
2017-05-16,166.13
2017-05-17,166.76
2017-05-18,167.82
2017-05-19,168.02
2017-05-22,169.8
2017-05-23,168.66
2017-05-24,168.42
2017-05-25,169.87
2017-05-26,168.39
2017-05-29,168.23
2017-05-30,167.72
2017-05-31,168.77
2017-06-01,169.56
2017-06-02,168.94
2017-06-05,169.93
2017-06-07,169.59
2017-06-08,169.89
2017-06-09,169.39
2017-06-12,168.95
2017-06-13,169.61
2017-06-14,170.16
2017-06-15,169.74
2017-06-16,168.34
2017-06-19,170.69
2017-06-20,169.6
2017-06-21,170.21
2017-06-22,171.48
2017-06-23,170.98
2017-06-26,171.67
2017-06-27,170.69
2017-06-28,173.35
2017-06-29,174.66
2017-06-30,175.36
2017-07-03,175.75
2017-07-04,175.07
2017-07-05,175.44
2017-07-06,175.41
2017-07-07,177.15
2017-07-10,177.2
2017-07-11,176.24
2017-07-12,177.41
2017-07-13,175.82
2017-07-14,174.32
2017-07-17,175.25
2017-07-18,174.14
2017-07-19,174.92
2017-07-20,173.93
2017-07-21,175.9
2017-07-24,176.03
2017-07-25,174.71
2017-07-26,174.79
2017-07-27,176.68
2017-07-28,174.78
2017-07-31,176.93
2017-08-01,178.39
2017-08-02,177.53
2017-08-03,178.96
2017-08-04,180.06
2017-08-07,178.35
2017-08-08,178.75
2017-08-09,177.9
2017-08-10,179.38
2017-08-11,180.5
2017-08-14,182.21
2017-08-16,179.67
2017-08-17,180.43
2017-08-18,179.15
2017-08-21,180.47
2017-08-22,180.72
2017-08-23,179.62
2017-08-24,179.66
2017-08-25,178.86
2017-08-28,181.39
2017-08-29,180.16
2017-08-30,181.24
2017-08-31,179.54
2017-09-01,180.32
2017-09-04,179.38
2017-09-05,181.01
2017-09-06,181.3
2017-09-07,181.72
2017-09-08,182.54
2017-09-11,182.0
2017-09-12,181.64
2017-09-13,181.73
2017-09-14,180.22
2017-09-15,181.43
2017-09-18,181.95
2017-09-19,181.23
2017-09-20,182.16
2017-09-21,180.37
2017-09-22,181.78
2017-09-25,182.08
2017-09-26,180.13
2017-09-27,180.04
2017-09-28,179.83
2017-09-29,181.51
2017-10-10,180.76
2017-10-11,180.62
2017-10-12,180.9
2017-10-13,180.12
2017-10-16,179.36
2017-10-17,178.51
2017-10-18,178.89
2017-10-19,179.12
2017-10-20,180.25
2017-10-23,178.89
2017-10-24,178.67
2017-10-25,178.33
2017-10-26,179.13
2017-10-27,175.83
2017-10-30,176.25
2017-10-31,176.05
2017-11-01,175.5
2017-11-02,174.39
2017-11-03,174.35
2017-11-06,173.62
2017-11-07,174.21
2017-11-08,173.17
2017-11-09,173.55
2017-11-10,174.36
2017-11-13,175.04
2017-11-14,175.71
2017-11-15,177.33
2017-11-16,176.33
2017-11-17,174.66
2017-11-20,173.11
2017-11-21,173.29
2017-11-22,173.06
2017-11-23,173.38
2017-11-24,173.22
2017-11-27,173.92
2017-11-28,173.95
2017-11-29,173.23
2017-11-30,172.3
2017-12-01,173.47
2017-12-04,173.44
2017-12-05,173.57
2017-12-06,172.34
2017-12-07,173.21
2017-12-08,172.89
2017-12-11,172.92
2017-12-12,172.82
2017-12-13,171.92
2017-12-14,173.47
2017-12-15,171.79
2017-12-18,171.85
2017-12-19,172.42
2017-12-20,172.91
2017-12-21,172.72
2017-12-22,172.27
2017-12-26,172.08
2017-12-27,171.53
2017-12-28,171.83
2017-12-29,171.82
2018-01-02,172.87
2018-01-03,172.46
2018-01-04,171.89
2018-01-05,172.74
2018-01-08,171.68
2018-01-09,171.19
2018-01-10,171.02
2018-01-11,171.84
2018-01-12,173.08
2018-01-15,174.38
2018-01-16,174.75
2018-01-17,175.15
2018-01-18,174.29
2018-01-19,175.85
2018-01-22,175.73
2018-01-23,176.03
2018-01-24,176.69
2018-01-25,178.29
2018-01-26,176.63
2018-01-29,177.65
2018-01-30,177.17
2018-01-31,178.58
2018-02-01,178.68
2018-02-02,179.95
2018-02-05,179.8
2018-02-06,181.18
2018-02-07,182.03
2018-02-08,178.4
2018-02-09,179.01
2018-02-12,179.79
2018-02-13,178.88
2018-02-14,179.48
2018-02-19,180.07
2018-02-20,177.92
2018-02-21,177.28
2018-02-22,177.3
2018-02-23,179.36
2018-02-26,178.08
2018-02-27,177.53
2018-02-28,175.98
2018-03-02,178.22
2018-03-05,179.12
2018-03-06,178.96
2018-03-07,179.31
2018-03-08,178.0
2018-03-09,176.64
2018-03-12,176.72
2018-03-13,176.23
2018-03-14,177.33
2018-03-15,176.97
2018-03-16,176.09
2018-03-19,176.4
2018-03-20,177.41
2018-03-21,176.07
2018-03-22,177.59
2018-03-23,176.86
2018-03-26,179.43
2018-03-27,180.86
2018-03-28,178.56
2018-03-29,176.65
2018-03-30,176.0
2018-04-02,175.89
2018-04-03,174.76
2018-04-04,174.22
2018-04-05,174.4
2018-04-06,174.22
2018-04-09,175.7
2018-04-10,176.65
2018-04-11,177.2
2018-04-12,177.16
2018-04-13,176.92
2018-04-16,177.15
2018-04-17,178.39
2018-04-18,177.47
2018-04-19,177.32
2018-04-20,176.3
2018-04-23,175.99
2018-04-24,175.22
2018-04-25,176.89
2018-04-26,176.19
2018-04-27,175.41
2018-04-30,175.09
2018-05-02,171.78
2018-05-03,172.47
2018-05-04,173.2
2018-05-08,172.37
2018-05-09,171.71
2018-05-10,172.07
2018-05-11,172.01
2018-05-14,171.37
2018-05-15,170.83
2018-05-16,170.28
2018-05-17,171.2
2018-05-18,170.95
2018-05-21,170.67
2018-05-23,171.45
2018-05-24,169.53
2018-05-25,169.87
2018-05-28,169.27
2018-05-29,167.56
2018-05-30,166.92
2018-05-31,169.49
2018-06-01,169.19
2018-06-04,168.62
2018-06-05,168.29
2018-06-07,169.24
2018-06-08,169.13
2018-06-11,169.65
2018-06-12,169.71
2018-06-14,170.24
2018-06-15,168.28
2018-06-18,169.86
2018-06-19,172.28
2018-06-20,171.89
2018-06-21,172.12
2018-06-22,172.73
2018-06-25,173.6
2018-06-26,175.28
2018-06-27,174.38
2018-06-28,173.44
2018-06-29,174.03
2018-07-02,175.12
2018-07-03,174.59
2018-07-04,175.39
2018-07-05,174.51
2018-07-06,175.44
2018-07-09,176.18
2018-07-10,175.34
2018-07-11,175.38
2018-07-12,175.56
2018-07-13,176.38
2018-07-16,176.04
2018-07-17,177.33
2018-07-18,175.92
2018-07-19,176.35
2018-07-20,176.76
2018-07-23,178.79
2018-07-24,177.07
2018-07-25,178.02
2018-07-26,177.52
2018-07-27,174.9
2018-07-30,175.31
2018-07-31,175.53
2018-08-01,175.37
2018-08-02,175.19
2018-08-03,174.57
2018-08-06,175.05
2018-08-07,174.25
2018-08-08,175.2
2018-08-09,174.26
2018-08-10,172.71
2018-08-13,172.29
2018-08-14,173.48
2018-08-16,172.27
2018-08-17,172.47
2018-08-20,172.63
2018-08-21,172.82
2018-08-22,173.54
2018-08-23,173.93
2018-08-24,173.4
2018-08-27,174.95
2018-08-28,174.52
2018-08-29,174.08
2018-08-30,174.07
2018-08-31,173.43
2018-09-03,173.21
2018-09-04,173.53
2018-09-05,173.13
2018-09-06,174.38
2018-09-07,174.8
2018-09-10,174.02
2018-09-11,175.38
2018-09-12,175.27
2018-09-13,175.74
2018-09-14,175.71
2018-09-17,174.42
2018-09-18,176.21
2018-09-19,176.31
2018-09-20,175.67
2018-09-21,176.89
2018-09-27,175.91
2018-09-28,173.62
2018-10-01,172.78
2018-10-02,172.48
2018-10-04,171.93
2018-10-05,174.26
2018-10-08,174.69
2018-10-10,174.39
2018-10-11,175.1
2018-10-12,177.51
2018-10-15,175.48
2018-10-16,175.96
2018-10-17,175.03
2018-10-18,173.44
2018-10-19,173.93
2018-10-22,175.03
2018-10-23,173.79
2018-10-24,174.63
2018-10-25,172.97
2018-10-26,173.57
2018-10-29,174.33
2018-10-30,173.55
2018-10-31,173.42
2018-11-01,172.84
2018-11-02,174.09
2018-11-05,171.94
2018-11-06,171.71
2018-11-07,171.89
2018-11-08,171.75
2018-11-09,170.4
2018-11-12,170.87
2018-11-13,170.34
2018-11-14,172.15
2018-11-15,171.72
2018-11-16,171.5
2018-11-19,172.68
2018-11-20,173.04
2018-11-21,171.82
2018-11-22,172.63
2018-11-23,172.52
2018-11-26,171.75
2018-11-27,171.58
2018-11-28,171.02
2018-11-29,171.98
2018-11-30,171.22
2018-12-03,170.08
2018-12-04,169.47
2018-12-05,168.68
2018-12-06,169.33
2018-12-07,170.39
2018-12-10,170.79
2018-12-11,171.09
2018-12-12,171.31
2018-12-13,171.85
2018-12-14,171.04
2018-12-17,171.01
2018-12-18,171.99
2018-12-19,172.07
2018-12-20,171.59
2018-12-21,173.17
2018-12-24,171.15
2018-12-26,171.98
2018-12-27,171.26
2018-12-28,171.69
2018-12-31,171.31
2019-01-02,171.71
2019-01-03,170.04
2019-01-04,172.04
2019-01-07,171.93
2019-01-08,171.83
2019-01-09,171.93
2019-01-10,173.5
2019-01-11,172.37
2019-01-14,171.69
2019-01-15,172.34
2019-01-16,171.21
2019-01-17,171.31
2019-01-18,171.11
2019-01-21,170.73
2019-01-22,171.56
2019-01-23,172.0
2019-01-24,171.99
2019-01-25,170.76
2019-01-28,171.96
2019-01-29,170.97
2019-01-30,171.21
2019-01-31,171.87
2019-02-01,170.45
2019-02-07,170.08
2019-02-08,170.71
2019-02-11,170.55
2019-02-12,169.91
2019-02-13,170.79
2019-02-14,169.26
2019-02-15,170.34
2019-02-18,170.63
2019-02-19,170.52
2019-02-20,171.32
2019-02-21,170.65
2019-02-22,170.82
2019-02-25,171.03
2019-02-26,170.63
2019-02-27,170.73
2019-02-28,170.42
2019-03-04,170.77
2019-03-05,170.94
2019-03-06,170.56
2019-03-07,170.95
2019-03-08,169.33
2019-03-11,170.8
2019-03-12,171.34
2019-03-13,170.81
2019-03-14,171.92
2019-03-15,171.62
2019-03-18,172.38
2019-03-19,172.22
2019-03-20,172.07
2019-03-21,173.07
2019-03-22,171.6
2019-03-25,171.01
2019-03-26,172.05
2019-03-27,170.97
2019-03-28,170.96
2019-03-29,171.12
2019-04-01,170.81
2019-04-02,170.02
2019-04-03,170.48
2019-04-04,170.96
2019-04-05,170.71
2019-04-08,170.77
2019-04-09,172.1
2019-04-10,172.45
2019-04-11,172.37
2019-04-12,171.83
2019-04-15,172.71
2019-04-16,171.76
2019-04-17,171.65
2019-04-18,171.93
2019-04-19,171.0
2019-04-22,171.23
2019-04-23,172.04
2019-04-24,171.51
2019-04-25,171.35
2019-04-26,172.85
2019-04-29,173.21
2019-04-30,173.51
2019-05-02,174.62
2019-05-03,174.21
2019-05-07,175.45
2019-05-08,175.37
2019-05-09,175.48
2019-05-10,176.67
2019-05-13,177.3
2019-05-14,177.95
2019-05-15,178.15
2019-05-16,178.48
2019-05-17,178.01
2019-05-20,178.28
2019-05-21,178.37
2019-05-22,178.38
2019-05-23,178.46
2019-05-24,178.39
2019-05-27,178.57
2019-05-28,177.5
2019-05-29,177.59
2019-05-30,177.92
2019-05-31,177.4
2019-06-03,178.22
2019-06-04,178.16
2019-06-05,178.03
2019-06-07,178.19
2019-06-10,178.74
2019-06-11,179.38
2019-06-12,179.23
2019-06-13,178.7
2019-06-14,178.94
2019-06-17,177.82
2019-06-18,178.27
2019-06-19,177.66
2019-06-20,177.13
2019-06-21,176.59
2019-06-24,176.99
2019-06-25,176.78
2019-06-26,175.84
2019-06-27,176.46
2019-06-28,176.19
2019-07-01,176.12
2019-07-02,174.73
2019-07-03,176.18
2019-07-04,177.02
2019-07-05,176.81
2019-07-08,176.1
2019-07-09,177.14
2019-07-10,177.12
2019-07-11,178.15
2019-07-12,176.94
2019-07-15,177.71
2019-07-16,177.84
2019-07-17,176.93
2019-07-18,177.48
2019-07-19,177.8
2019-07-22,176.32
2019-07-23,176.78
2019-07-24,176.01
2019-07-25,175.83
2019-07-26,176.11
2019-07-29,176.54
2019-07-30,176.63
2019-07-31,176.61
2019-08-01,175.31
2019-08-02,176.36
2019-08-05,177.76
2019-08-06,182.36
2019-08-07,182.22
2019-08-08,182.33
2019-08-09,181.59
2019-08-12,181.59
2019-08-13,182.67
2019-08-14,182.49
2019-08-16,180.49
2019-08-19,180.5
2019-08-20,179.93
2019-08-21,180.15
2019-08-22,179.1
2019-08-23,179.12
2019-08-26,181.21
2019-08-27,181.32
2019-08-28,180.43
2019-08-29,180.41
2019-08-30,180.23
2019-09-02,178.32
2019-09-03,178.22
2019-09-04,178.77
2019-09-05,178.98
2019-09-06,177.45
2019-09-09,176.82
2019-09-10,176.62
2019-09-11,176.5
2019-09-16,176.79
2019-09-17,174.48
2019-09-18,176.16
2019-09-19,175.81
2019-09-20,176.77
2019-09-23,175.74
2019-09-24,175.68
2019-09-25,176.25
2019-09-26,175.74
2019-09-27,175.34
2019-09-30,176.07
2019-10-01,175.04
2019-10-02,175.42
2019-10-04,176.9
2019-10-07,176.05
2019-10-08,175.75
2019-10-10,175.76
2019-10-11,176.29
2019-10-14,175.65
2019-10-15,174.77
2019-10-16,174.88
2019-10-17,175.97
2019-10-18,176.69
2019-10-21,176.31
2019-10-22,175.41
2019-10-23,174.49
2019-10-24,174.91
2019-10-25,174.03
2019-10-28,174.21
2019-10-29,173.75
2019-10-30,173.53
2019-10-31,174.43
2019-11-01,173.4
2019-11-04,174.48
2019-11-05,172.81
2019-11-06,171.93
2019-11-07,171.5
2019-11-08,171.63
2019-11-11,170.51
2019-11-12,171.48
2019-11-13,171.47
2019-11-14,172.02
2019-11-15,172.64
2019-11-18,172.51
2019-11-19,172.56
2019-11-20,173.24
2019-11-21,173.45
2019-11-22,174.16
2019-11-25,173.71
2019-11-26,173.36
2019-11-27,173.26
2019-11-28,173.21
2019-11-29,173.8
2019-12-02,174.06
2019-12-03,174.99
2019-12-04,175.93
2019-12-05,177.02
2019-12-06,176.91
2019-12-09,176.09
2019-12-10,176.09
2019-12-11,176.95
2019-12-12,177.76
2019-12-13,177.93
2019-12-16,174.47
2019-12-17,174.82
2019-12-18,174.12
2019-12-19,173.36
2019-12-20,173.38
2019-12-23,172.4
2019-12-24,172.4
2019-12-26,172.73
2019-12-27,172.6
2019-12-30,173.77
2019-12-31,173.58
2020-01-02,173.88
2020-01-03,172.98
2020-01-06,173.69
2020-01-07,175.23
2020-01-08,173.88
2020-01-09,174.53
2020-01-10,172.41
2020-01-13,172.72
2020-01-14,172.21
2020-01-15,171.7
2020-01-16,172.91
